"row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Target_annotation","Target_Contig"
"FUN_000062",71.1087534311796,0.737490414703452,0.925433773189446,0.796913227147244,0.425501428365217,0.675191461138718,"",34
"FUN_000063",0,NA,NA,NA,NA,NA,"",34
"FUN_000064",176.737486723494,-0.0303645828287262,0.333177260219974,-0.0911364203207583,0.927384193815031,0.968605631152561,"",34
"FUN_000066",129.238095362092,1.40241838275285,0.627198017354373,2.23600576524219,0.0253513935124506,0.127665543259263,"",37
"FUN_000067",1012.3683121805,-0.288298877261001,0.356548503537054,-0.808582491304832,0.418755339179168,0.670192082167882,"ANXA7",37
"FUN_000069",61.957928926873,-5.18489568461786,2.06671026745878,-2.50876756469265,NA,NA,"",38
"FUN_000070",106.415632417335,-2.74104322206978,1.46576688248058,-1.87004035555162,NA,NA,"",38
"FUN_000071",90.2899286338985,-2.25258494708181,0.966203331200109,-2.33137774870214,0.0197334497828469,0.110152384562736,"",38
"FUN_000073",1.93003231567767,5.09749446832987,3.3229278791081,1.53403704617811,0.125020539185335,NA,"",39
"FUN_000074",7.25526801012735,-4.67874230403993,1.92332281075044,-2.43263495752665,0.0149894043228893,0.0921067297138613,"",39
"FUN_000075",3.09637795519928,-4.42854707176918,2.43773089013381,-1.81666774199432,0.0692680039234715,0.23817622552292,"MUC4",39
"FUN_000076",6.20669592601566,-5.44815900365838,1.86367746218049,-2.92333792419429,0.00346300458896818,0.0349630611647335,"",39
"FUN_000077",7.70741479105108,-1.16184848708281,1.62801693414256,-0.71365872351612,0.475438235859191,0.714149034332262,"",39
"FUN_000078",8.84487978610201,-2.22729923694354,1.16239621834655,-1.91612739424752,0.0553488821743546,0.207068109747046,"",39
"FUN_000079",6.68354004450613,-3.04631853590935,1.82759518130217,-1.66684535343261,0.0955451593425301,0.288068540758099,"",39
"FUN_000080",1109740.57272167,0.907485042290712,1.28308576136636,0.707267643064119,0.479400169408018,0.717066496362034,"",40
"FUN_047065",174915.459131155,0.76494516346639,0.974721851575438,0.784783025259989,0.432580794240453,0.681138305696023,"",40
"FUN_000081",707181.053799416,0.824033327567861,1.22358349158072,0.673459010552123,0.500655317476359,0.732049385609925,"",40
"FUN_000082",405.863894161065,0.205103664187259,0.39622328985085,0.517646663992079,0.604704817554888,0.799763045356365,"UXS1",41
"FUN_000083",0.144136124828084,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",41
"FUN_000084",0.745503554618033,-2.3736665454308,3.47906013887465,-0.682272352497648,0.495066751835632,NA,"",41
"FUN_000085",0.128457343037288,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",41
"FUN_000086",176.746007849191,0.143769970958731,0.483122298725226,0.297585044900814,0.766019890168283,0.89201773404965,"TNFSF10_1",41
"FUN_000088",16.5231570469849,-1.2305133567216,0.787139630248034,-1.56327201608926,0.117988627473633,0.327108926934085,"CD40LG_1",41
"FUN_000090",367.50005650519,0.622613468819906,0.349392963017467,1.78198628685255,0.0747514680140046,0.24893613559312,"SLX4",42
"FUN_000092",1.02995758506227,-1.6977639720428,3.47112108663288,-0.489111134319344,0.624763019093891,NA,"IFI44L_1",43
"FUN_000093",11.2904711881985,-1.85779831770445,1.98094554494363,-0.937834117876934,NA,NA,"IFI44L_2",43
"FUN_000095",13.4769967360554,0.370480301545359,2.5366502915256,0.146050995985948,0.88388113102686,0.951537009074066,"IFI44L_4",43
"FUN_000096",384.702276325966,-1.40649304040781,0.748690806503605,-1.87860332755541,0.0602986764645735,0.218140629775981,"IFI44L_5",43
"FUN_000097",1.88591713916225,-2.65479851926534,2.8461211394068,-0.932777766380898,0.350934723071467,NA,"",43
"FUN_000098",416.462779771719,0.36276028567078,0.555165625659445,0.653427137603991,0.513480948379239,0.741040126145225,"",44
"FUN_000101",0.803445213177263,1.98459701796931,3.40860899903139,0.582230762910402,0.560411254785968,NA,"",44
"FUN_000104",46.91443529531,-0.446970435274556,0.509026445639079,-0.878088828397487,0.379895515102041,0.63577901281025,"ATP10B_1",44
"FUN_000102",1.90877927663225,2.77251717825908,3.33468000430837,0.83141925902246,0.405736822978493,NA,"",44
"FUN_000103",0.256914686074576,2.18832892498905,3.48578102342147,0.627787262104348,0.530143311666309,NA,"",44
"FUN_000107",0.73953944330156,0.43634221719785,3.0360287934602,0.143721369882183,0.885720495666014,NA,"",44
"FUN_000108",42.6819427727154,-0.566502398619025,0.798622412834822,-0.709349486709427,0.478107625995471,0.716203947013149,"",44
"FUN_000109",76.1396658374995,-0.12815121608268,0.490988718271107,-0.261006437243472,0.794087543077624,0.908005744284686,"",44
"FUN_000110",1.65217661113102,0.852524220245802,2.19293230142345,0.388759935585984,0.697453740751989,NA,"",44
"FUN_000111",27.3128653172309,0.0424247663435166,0.452208830439218,0.0938167578512578,0.925254719557898,0.968166439899799,"",44
"FUN_000112",124.852365563537,-0.194946328735025,0.482759612278091,-0.403816565795747,0.686347613777121,0.849680965877558,"ATP10B_2",44
"FUN_000113",1162.67417291177,-0.555451924118914,0.253423181772921,-2.19179603157467,0.0283942377990494,0.136249474187019,"COMMD8",44
"FUN_000114",1400.99965867471,0.0585593961040119,0.387079131526551,0.151285335050399,0.879750637068146,0.949295761778432,"",44
"FUN_000115",437.173003877442,0.00649362054826242,0.30211190337259,0.0214940903545066,0.982851517589288,0.993624424000071,"PHKA2",44
"FUN_000117",1068.9791809119,-0.204619337122689,0.290327687249773,-0.704787542176962,0.480942462419807,0.718254289227273,"",44
"FUN_000118",0,NA,NA,NA,NA,NA,"",44
"FUN_000119",15.0919126498291,-0.729910682374206,0.814344887886516,-0.896316405041305,0.37008379984237,0.62678243010936,"TOR1A_1",44
"FUN_000120",149.342005757972,-0.879616787352771,0.463293101790719,-1.8986183561829,0.0576146731397606,0.212089783043375,"TOR1A_2",44
"FUN_000121",34.7084348193577,-0.00328467062783879,1.17618330952691,-0.00279265196269446,0.997771789011538,0.998885147672436,"",44
"FUN_000123",217.584628366371,0.126530861006239,0.557845154791431,0.226820758268568,0.820563121585856,0.920714786100853,"",46
"FUN_000124",4.99660564162267,-3.07147995152957,2.0682895016839,-1.48503386447058,0.137534853642723,0.356616320751353,"",46
"FUN_000125",0.246679587611006,-1.0930540746179,3.51983069148793,-0.310541662489976,0.756149082248929,NA,"",46
"FUN_000126",8.20083941910774,0.109632203064141,1.31799415063491,0.0831810998640084,0.933707540775702,0.971024773399694,"",46
"FUN_000127",1.36349514295271,-3.23129190740603,3.24314399369812,-0.996345494891648,0.319082305971019,NA,"",46
"FUN_000128",1912.77824353678,-1.16766554869422,0.517725643068485,-2.25537514768176,0.0241097913281897,0.123796743878129,"",46
"FUN_000129",10.6276581148051,-6.22635911510688,2.13806568803243,-2.91214584750983,0.00358954989217142,0.0356929651242718,"",46
"FUN_000131",0,NA,NA,NA,NA,NA,"",46
"FUN_000132",0,NA,NA,NA,NA,NA,"",46
"FUN_000133",0,NA,NA,NA,NA,NA,"",46
"FUN_000134",0.293534258016331,-0.740784382651737,3.52620184443631,-0.210079971406219,0.83360525717586,NA,"",47
"FUN_000135",0.492132003765269,-0.38446814554708,3.24422648995414,-0.11850841694857,0.90566482633365,NA,"",47
"FUN_000136",0,NA,NA,NA,NA,NA,"",47
"FUN_000137",0,NA,NA,NA,NA,NA,"",47
"FUN_047078",33.4739699199685,0.487495277021199,0.648642853938191,0.751561932828527,0.45231454303732,0.69666675384086,"",48
"FUN_000138",18.7286575635362,0.527889198083572,1.19363782479179,0.442252404472564,0.658306568355377,0.832420649826146,"",50
"FUN_000139",0.552557483411709,2.25449296398464,3.43236584957522,0.656833526141639,0.51128796444009,NA,"",50
"FUN_000140",3.19994831738132,-0.422576178249334,3.07454516451434,-0.13744347720977,0.890680267265526,0.954551496722282,"TTC39C_1",50
"FUN_000141",476.564391897164,0.106703021645752,0.372562147791756,0.286403281380571,0.774569261744225,0.89747273779322,"",50
"FUN_000143",23.5167893973103,1.55671844640419,0.59902684686204,2.59874570657217,0.00935650571753548,0.067100042425405,"CCDC62_1",50
"FUN_000144",0,NA,NA,NA,NA,NA,"",52
"FUN_000145",267.881991744498,0.928453216178834,0.713044603125469,1.30209696856153,0.192883239329144,0.434538634305946,"",52
"FUN_000150",1.76427610199216,-3.6232061892646,3.10300786260175,-1.16764325122486,0.242950696289851,NA,"PXYLP1_1",52
"FUN_000154",1708.53537760974,0.391813670500384,0.32956872941159,1.18886786134086,0.234491668740327,0.485818889219752,"GSTM3_1",53
"FUN_000156",1.5216701877112,-1.13498635337963,3.39718701402335,-0.334095929571875,0.738307171509371,NA,"",53
"FUN_000157",666.001682996297,0.303203954774364,0.428274197685487,0.707966896938837,0.478965814738996,0.716742020569999,"GSTM3_3",53
"FUN_000158",9.88084536542803,-6.10693476434225,2.74482988976065,-2.22488642634054,0.0260888634656931,0.129866297924725,"",54
"FUN_000159",5.50072561653984,-5.25980897304619,3.38247218950367,-1.55501913345161,0.11994151253241,0.330136044396137,"FCER2_1",54
"FUN_000160",0.117268576144393,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",55
"FUN_000162",0.915328210044494,-2.69542245865728,3.47022853909644,-0.776727650150413,0.43731947002901,NA,"",55
"FUN_000163",350.296741411803,-0.851820406676659,0.531250076134448,-1.60342641807186,0.108840542370419,0.311724056261676,"TENT5A",55
"FUN_000165",0,NA,NA,NA,NA,NA,"",55
"FUN_000166",0,NA,NA,NA,NA,NA,"",55
"FUN_000167",0,NA,NA,NA,NA,NA,"",55
"FUN_000168",0,NA,NA,NA,NA,NA,"",55
"FUN_000169",0.265150133672995,-0.740784382651737,3.52620184443631,-0.210079971406219,0.833605257175859,NA,"",55
"FUN_000170",0.70361145686636,3.64713898946699,3.388608496474,1.0762939989267,0.281795791673662,NA,"",55
"FUN_000171",0,NA,NA,NA,NA,NA,"",55
"FUN_000172",0.586342880721966,3.38547998159115,3.39980314092088,0.99578706215153,0.319353617798256,NA,"",55
"FUN_000173",0.117268576144393,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",55
"FUN_000174",0,NA,NA,NA,NA,NA,"",55
"FUN_000175",1.86530716608043,-3.69732903197611,3.01219089092742,-1.22745508696421,0.219651592644828,NA,"",56
"FUN_000176",1.77247328966968,-3.61566276714423,3.11584227819393,-1.1604126410532,0.245880842485567,NA,"",56
"FUN_000177",0,NA,NA,NA,NA,NA,"",56
"FUN_000178",0,NA,NA,NA,NA,NA,"",56
"FUN_000179",0,NA,NA,NA,NA,NA,"",56
"FUN_000180",9.49666802950205,-1.31563975639383,1.01310943853858,-1.2986156345475,0.194075869741737,0.436344631160998,"",56
"FUN_000181",0,NA,NA,NA,NA,NA,"",57
"FUN_000182",1.72347586887447,-3.58158782598204,3.45384777172027,-1.03698485361969,0.299742916088553,NA,"",57
"FUN_000183",8.01279513933528,2.20647113953688,1.52927258072815,1.44282397222233,0.149070064392235,0.373062625963476,"",57
"FUN_000184",7.67923094499398,1.32378522586938,1.04215095172177,1.27024326339896,0.203997991243969,0.45044326559721,"",57
"FUN_000185",0.70361145686636,3.64713898946699,3.388608496474,1.0762939989267,0.281795791673662,NA,"",57
"FUN_000187",3353.19947280704,0.111657171389543,0.586085317346404,0.190513510720741,0.848906757044303,0.934420126185476,"",57
"FUN_000189",23.5835900133393,-2.10480434229126,1.53046165047994,-1.3752741479221,0.169046468139892,0.401970395769248,"",57
"FUN_000191",0,NA,NA,NA,NA,NA,"",57
"FUN_000193",0,NA,NA,NA,NA,NA,"",57
"FUN_000194",0.144136124828084,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",57
"FUN_000195",0.820880033010753,3.86853577629041,3.3805759886691,1.14434220359395,0.252481747191129,NA,"",57
"FUN_000196",35.7740515266989,-2.04904272951721,1.16930506661828,-1.75235940390064,0.079712027366451,0.258887616494266,"",57
"FUN_000198",0.234537152288787,2.07461978533557,3.49810330496248,0.59306990230748,0.553134371959668,NA,"",58
"FUN_000199",0,NA,NA,NA,NA,NA,"",58
"FUN_000200",0.144136124828084,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",59
"FUN_000201",0,NA,NA,NA,NA,NA,"",59
"FUN_000202",8.0374825366762,-2.64883477101499,2.52128386703067,-1.05058966412002,NA,NA,"",59
"FUN_000203",0,NA,NA,NA,NA,NA,"",59
"FUN_000204",16.9543020643796,-6.12964878331394,3.40569107822073,-1.79982524619242,NA,NA,"",59
"FUN_000205",1.10860109476808,-2.95540156765324,2.64025216210024,-1.119363373725,0.262985149642667,NA,"",61
"FUN_000206",265.373956080363,0.643481551420177,0.474161163920364,1.35709459226874,0.174751156517535,0.409113785712621,"ZFAND3",61
"FUN_000207",198.652107529792,0.269983211112635,0.704709888375236,0.383112562440557,NA,NA,"UNC79_1",61
"FUN_047109",673.830905505783,-0.326872264562181,0.538175631267462,-0.60737098740863,0.543604737881491,0.761674774545109,"UNC79_2",61
"FUN_000208",492.022537848068,-0.622750585689857,0.368750546629255,-1.68881264416396,0.0912553399630203,0.280036986969853,"",61
"FUN_000211",1.94008770716344,1.7672656877794,3.07075514020755,0.575515014088671,0.564943039442683,NA,"",62
"FUN_000214",0,NA,NA,NA,NA,NA,"",62
"FUN_000215",0,NA,NA,NA,NA,NA,"",62
"FUN_000216",0,NA,NA,NA,NA,NA,"",62
"FUN_000217",0,NA,NA,NA,NA,NA,"PRSS12_1",62
"FUN_000218",392.438202977474,1.31664495321999,0.469114095249422,2.80666252954933,0.00500576529271923,0.0442669333995036,"",62
"FUN_000220",31.2537094977286,2.85581629232251,1.00156359647489,2.85135791913149,0.00435329366429553,0.0403026783986235,"FBXO43",62
"FUN_000221",452.847023045228,-6.73563377583411,3.24576752034794,-2.07520524301508,NA,NA,"",62
"FUN_000222",0,NA,NA,NA,NA,NA,"",62
"FUN_000223",51.1225128327348,-7.72989803623554,3.43491962544419,-2.25038687338599,NA,NA,"",62
"FUN_000224",0,NA,NA,NA,NA,NA,"",62
"FUN_000225",0,NA,NA,NA,NA,NA,"",63
"FUN_000226",89.7186014910875,-0.970939451703637,0.507192176394433,-1.91434232800263,0.0555764293359168,0.207641030140512,"",63
"FUN_000227",53.3634712019285,-0.115042668883048,0.496386596008378,-0.231760224406031,0.816724252265118,0.919108875400035,"",63
"FUN_000228",38.3570629051053,0.11328265103105,0.689746510154582,0.164238092347378,0.869543714882222,0.944168010022595,"",63
"FUN_000229",0.144136124828084,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",63
"FUN_000230",135.197893998291,-1.31253359165915,0.510303286489894,-2.57206572328267,0.0101093698270669,0.0704585952142111,"",64
"FUN_000231",239.914567607158,-2.3080659485683,0.647940985570844,-3.56215457883848,0.000367823693457008,0.00693719894822475,"MPHOSPH8",64
"FUN_000232",70.9435692878474,-0.199569821576751,0.440997289016745,-0.452542059888203,0.650878528276306,0.828579486285384,"",64
"FUN_000233",862.048619091433,0.531563353113164,0.263582625178236,2.01668585990339,0.0437283064756205,0.17903596548669,"SF3A3",64
"FUN_000235",150.949466810433,0.308980208735054,0.438862546675081,0.704047796003454,0.481403008827878,0.718475919452491,"BLOC1S3",64
"FUN_000236",317.262836798865,-0.378709090160456,0.293781226241544,-1.28908540210492,0.197368397957469,0.441084402047614,"SNIP1_1",64
"FUN_000238",3.6662882481388,-4.67498365539378,2.28962325362466,-2.04181349398548,0.0411700352124028,0.172529544590744,"SNIP1_2",64
"FUN_000239",1.07779471908533,4.25888669335149,3.36906100644298,1.26411682222637,0.206188099525996,NA,"",64
"FUN_000241",1.20308917980982,-3.06216401671496,3.28978690360776,-0.930809230639474,0.351952254017907,NA,"SNIP1_3",64
"FUN_000242",0.35180572843318,2.65369942129988,3.44401790079166,0.770524282318593,0.44098895669413,NA,"",64
"FUN_000244",1.44049767442808,-3.363294166751,2.15793644481724,-1.55856961164389,0.119098280124608,NA,"SNIP1_4",64
"FUN_000245",0,NA,NA,NA,NA,NA,"",64
"FUN_000246",2.93629145506438,-4.3638497058178,2.33826925796533,-1.86627339471376,0.0620031251108012,0.222068169739974,"",64
"FUN_000247",0,NA,NA,NA,NA,NA,"",64
"FUN_000248",33.9273831071798,-0.741746277076599,0.772045738376081,-0.960754318308636,0.33667571252624,0.595887442220817,"",64
"FUN_000249",23.9461916586339,0.536083418259573,0.82993912144516,0.64593101398341,0.518324033211997,0.74421181112522,"BIRC2_1",64
"FUN_000251",33.3723171303979,0.0617064222811372,0.723259792268996,0.0853170920611432,0.932009303576226,0.970489705274694,"",64
"FUN_000252",0,NA,NA,NA,NA,NA,"",64
"FUN_000253",34.6043776797329,-0.125650954929888,0.879861726852993,-0.142807615213932,0.886442122659455,0.952984406072555,"BIRC3_1",64
"FUN_000255",94.4047223105364,1.37573483320614,0.475580843782277,2.89274652499661,0.00381889354551644,0.0370222597256402,"",65
"FUN_000256",2269.33610369443,0.610618652461128,0.338108274191348,1.80598553502289,0.0709205990457308,0.241640210866114,"SF3B4",65
"FUN_000257",598.899641459448,-0.0993910944462318,0.388371492734956,-0.255917584852349,0.798014475930245,0.91005371654213,"MINOS1",65
"FUN_000258",275.412618452989,0.0727999070138373,0.432959590965195,0.168144807351524,0.866469359958147,0.942539114183185,"PDE6D",65
"FUN_000259",249.748692061287,-0.243061358085353,0.371752137358898,-0.653826390379826,0.513223662095368,0.740985198042453,"PEX5L",65
"FUN_000260",221.184238596187,-0.526724589655814,0.515020522899984,-1.0227254375999,0.306437680649209,0.565118839638802,"TPRG1L",65
"FUN_000263",202.45187969727,1.16543279607006,0.338825678486525,3.4396235883769,0.000582523749655591,0.00969464904780948,"NPHP4",65
"FUN_000266",483.65879252326,0.221404369252885,0.70596931762549,0.313617552102084,0.753811527006421,0.887302712074465,"",65
"FUN_000267",10.2123204175477,-2.65957145386547,1.6999490026004,-1.56450072902019,0.117700021903103,0.326789656581484,"",65
"FUN_000268",8.53133852468518,-5.89769577560121,3.24469929391881,-1.81764016981624,0.0691191477826125,0.237896343220648,"",65
"FUN_000269",0,NA,NA,NA,NA,NA,"",65
"FUN_047119",24.8338657293204,-0.144176302239058,0.687556396541823,-0.209693783614284,0.833906677630555,0.926052098743777,"",65
"FUN_000270",1477.50364057271,-0.203027109176978,0.385719928959894,-0.526358878382165,0.598638881340913,0.796235606263615,"",65
"FUN_000271",0,NA,NA,NA,NA,NA,"",65
"FUN_000272",0.426109324852828,-1.50915016127894,3.51006151107043,-0.429949776241588,0.667232175713395,NA,"",65
"FUN_000273",2.65310810165746,-4.2101312611312,3.44696460569672,-1.2214025215615,0.221933652948039,0.471119869738467,"",66
"FUN_000274",0.657812233629349,-2.23556601911175,3.48347615400032,-0.641762974764299,0.521027093203509,NA,"",66
"FUN_000275",0.249411983503514,-0.740784391439734,3.52620184437257,-0.210079973902216,0.833605255227807,NA,"",66
"FUN_000276",99.1023654430054,-1.28828992832957,0.911614341966132,-1.4131962048239,0.15759804212995,0.385747787147935,"",66
"FUN_000277",19.8794765346133,-0.953621588521609,1.10098119115589,-0.866156112549415,0.386404557081806,0.640804331009972,"",66
"FUN_000278",275.112960247253,0.332906043758864,0.47274810934656,0.704193284282008,0.481312412715447,0.718475919452491,"POT1",66
"FUN_000280",12.5249095740955,-0.717033701239614,1.30581452212035,-0.549108383383049,0.582931072348246,0.786512646524689,"",66
"FUN_000282",1128.88699552688,0.0200776953414057,0.325677764107937,0.0616489596592522,0.950842386892176,0.978352032136672,"",66
"FUN_000283",7930.90671528639,-0.569677348546491,0.410135143696062,-1.3889991074958,0.164833021444435,0.396183449662648,"",66
"FUN_000284",634.582822587636,0.985289486361737,0.408296040798317,2.41317423611373,0.0158142576493775,0.0953104786208895,"LEMD3",66
"FUN_000285",5398.26072216236,-1.06773471193479,0.483583236223089,-2.20796469347052,0.0272467344494995,0.133081907936915,"PIM1",66
"FUN_000289",0,NA,NA,NA,NA,NA,"",66
"FUN_000290",0,NA,NA,NA,NA,NA,"",66
"FUN_000291",0,NA,NA,NA,NA,NA,"",66
"FUN_000295",7.96335983324638,1.39428780078248,1.52832435136278,0.912298360972407,0.361611676915411,0.619280211775641,"",67
"FUN_000297",356.298294299601,0.943787443080248,0.454668269005625,2.07577151830794,0.0379150877578681,0.163900131880158,"",67
"FUN_000298",431.433061750718,-0.18760295092308,0.319480580447989,-0.587212376602093,0.557061081127567,0.769599749373271,"",67
"FUN_000299",11.8399870396358,-1.83331399427159,1.07069408282385,-1.71226685911666,0.0868475011452615,0.271233540760312,"CLEC10A",67
"FUN_000300",1.08635365485524,-1.738140436837,3.47011791854532,-0.500888003703814,0.616449945695937,NA,"",67
"FUN_000301",4.07801431888926,-3.843203433337,2.31412979406077,-1.66075534881432,0.096762592186782,0.289729982491308,"",67
"FUN_000302",10.7078577969432,-2.88339142593853,1.31428491754779,-2.19388611056908,0.0282435981582719,0.135836291532156,"",67
"FUN_000303",9.63937322343911,-0.523211401596816,0.949124592527406,-0.551256816772144,0.58145763649767,0.785329877459355,"",67
"FUN_000304",14.8280070507421,-4.71972208157787,1.74529011099981,-2.70426220364827,0.00684562476365465,0.0548594971924545,"FAT4_1",67
"FUN_000305",10.5500613331202,0.454161228393186,1.02212319707383,0.444331201652967,0.656803145910378,0.831504104546152,"ERN2",68
"FUN_047132",81.1961674762653,-1.08645463642671,0.545129790763849,-1.99302011160377,0.0462592448734523,0.185205877345274,"",70
"FUN_000306",0,NA,NA,NA,NA,NA,"",71
"FUN_000308",0.144136124828084,1.30195105411504,3.53381767011886,0.368426210872178,0.712555456380992,NA,"",71
"FUN_000309",165.452651997576,0.109073336112478,0.434502155210826,0.251030598592898,0.80179045220549,0.91209382431168,"SOAT1",71
"FUN_000310",59.6902356815849,0.364944072280235,0.578587629604013,0.630749870214135,0.528204085595649,0.751238812616149,"",71
"FUN_000311",0.288272249656168,2.33346931264177,3.47134271682367,0.672209431046017,0.501450377844068,NA,"",71
"FUN_000312",0.164453058407337,-0.740784382651737,3.52620184443631,-0.210079971406219,0.83360525717586,NA,"",71
"FUN_000313",0.265150133672995,-0.740784382651737,3.52620184443631,-0.210079971406219,0.833605257175859,NA,"",71
"FUN_000314",3274.4779030429,0.455546737943498,0.455533274663003,1.00002955498806,0.317296205190525,0.576153863666107,"",71
