"FUN_ID","module"
"FUN_010602","darkturquoise"
"FUN_010603","orange"
"FUN_010604","darkturquoise"
"FUN_010605","magenta"
"FUN_010606","tan"
"FUN_010629","greenyellow"
"FUN_010632","lightyellow"
"FUN_010635","orange"
"FUN_010641","darkgreen"
"FUN_010643","greenyellow"
"FUN_010648","green"
"FUN_010657","greenyellow"
"FUN_010659","grey60"
"FUN_010662","cyan"
"FUN_010666","yellow"
"FUN_010667","cyan"
"FUN_010671","greenyellow"
"FUN_010675","purple"
"FUN_010702","yellow"
"FUN_010703","yellow"
"FUN_010720","darkturquoise"
"FUN_010722","yellow"
"FUN_010723","orange"
"FUN_010727","violet"
"FUN_010729","yellow"
"FUN_010747","green"
"FUN_010750","orange"
"FUN_010760","red"
"FUN_010767","orange"
"FUN_010768","green"
"FUN_010769","darkorange"
"FUN_010771","darkorange"
"FUN_010773","orange"
"FUN_010776","magenta"
"FUN_010777","violet"
"FUN_010778","darkred"
"FUN_010779","cyan"
"FUN_010780","black"
"FUN_010781","orange"
"FUN_010782","greenyellow"
"FUN_010786","yellow"
"FUN_010791","greenyellow"
"FUN_010792","grey60"
"FUN_010794","tan"
"FUN_010798","red"
"FUN_010799","lightyellow"
"FUN_010802","orange"
"FUN_010826","grey"
"FUN_010827","black"
"FUN_010867","violet"
"FUN_010870","orange"
"FUN_010889","violet"
"FUN_010890","greenyellow"
"FUN_010892","greenyellow"
"FUN_010896","green"
"FUN_010902","greenyellow"
"FUN_010904","royalblue"
"FUN_010909","green"
"FUN_010910","royalblue"
"FUN_010918","red"
"FUN_010919","greenyellow"
"FUN_010920","cyan"
"FUN_010928","lightyellow"
"FUN_010930","greenyellow"
"FUN_010932","greenyellow"
"FUN_010933","darkred"
"FUN_010934","red"
"FUN_010940","violet"
"FUN_010949","cyan"
"FUN_010951","cyan"
"FUN_010952","orange"
"FUN_010953","orange"
"FUN_010955","orange"
"FUN_010956","violet"
"FUN_010961","lightyellow"
"FUN_010970","greenyellow"
"FUN_010982","orange"
"FUN_010984","violet"
"FUN_010990","red"
"FUN_010999","tan"
"FUN_011004","red"
"FUN_011006","greenyellow"
"FUN_011007","greenyellow"
"FUN_011008","orange"
"FUN_011009","orange"
"FUN_011010","greenyellow"
"FUN_011023","darkturquoise"
"FUN_011028","orange"
"FUN_011029","greenyellow"
"FUN_011030","green"
"FUN_011034","greenyellow"
"FUN_011036","orange"
"FUN_011037","orange"
"FUN_011039","greenyellow"
"FUN_011042","greenyellow"
"FUN_011043","greenyellow"
"FUN_011049","orange"
"FUN_047117","violet"
"FUN_011055","greenyellow"
"FUN_011056","red"
"FUN_011057","lightyellow"
"FUN_011058","lightyellow"
"FUN_011059","cyan"
"FUN_011060","orange"
"FUN_011062","lightyellow"
"FUN_011063","grey60"
"FUN_011064","cyan"
"FUN_011065","grey60"
"FUN_011066","yellow"
"FUN_011078","greenyellow"
"FUN_011080","greenyellow"
"FUN_011082","greenyellow"
"FUN_011084","orange"
"FUN_011086","green"
"FUN_011091","darkturquoise"
"FUN_011095","violet"
"FUN_011097","darkturquoise"
"FUN_011098","darkgreen"
"FUN_011100","darkturquoise"
"FUN_011104","greenyellow"
"FUN_011106","orange"
"FUN_011124","lightyellow"
"FUN_011126","black"
"FUN_011127","darkred"
"FUN_011129","grey60"
"FUN_011131","yellow"
"FUN_011136","greenyellow"
"FUN_011140","greenyellow"
"FUN_011143","lightyellow"
"FUN_011146","orange"
"FUN_011164","purple"
"FUN_011166","orange"
"FUN_011167","cyan"
"FUN_011170","violet"
"FUN_011179","orange"
"FUN_011187","greenyellow"
"FUN_011191","darkorange"
"FUN_011192","red"
"FUN_011193","greenyellow"
"FUN_011195","greenyellow"
"FUN_011196","greenyellow"
"FUN_011218","orange"
"FUN_011224","green"
"FUN_011226","orange"
"FUN_011258","black"
"FUN_011261","yellow"
"FUN_011275","cyan"
"FUN_011276","lightyellow"
"FUN_011278","magenta"
"FUN_011288","yellow"
"FUN_011290","orange"
"FUN_011291","cyan"
"FUN_011293","green"
"FUN_011298","magenta"
"FUN_011310","darkturquoise"
"FUN_011311","lightyellow"
"FUN_011316","darkred"
"FUN_011319","greenyellow"
"FUN_011320","greenyellow"
"FUN_011321","violet"
"FUN_011327","darkred"
"FUN_047120","violet"
"FUN_011329","tan"
"FUN_011331","lightyellow"
"FUN_011334","violet"
"FUN_011335","red"
"FUN_011336","darkturquoise"
"FUN_011337","royalblue"
"FUN_011338","red"
"FUN_011339","orange"
"FUN_011340","orange"
"FUN_011354","darkgreen"
"FUN_011355","greenyellow"
"FUN_011356","orange"
"FUN_011357","orange"
"FUN_011358","royalblue"
"FUN_011361","yellow"
"FUN_011366","darkorange"
"FUN_011367","lightyellow"
"FUN_011391","orange"
"FUN_011392","orange"
"FUN_011393","orange"
"FUN_011397","orange"
"FUN_011410","violet"
"FUN_011413","darkturquoise"
"FUN_011415","orange"
"FUN_011419","violet"
"FUN_011421","magenta"
"FUN_011423","orange"
"FUN_011431","magenta"
"FUN_011436","red"
"FUN_011442","cyan"
"FUN_011446","greenyellow"
"FUN_011447","greenyellow"
"FUN_011449","darkgreen"
"FUN_011463","darkturquoise"
"FUN_011464","violet"
"FUN_011467","green"
"FUN_011468","green"
"FUN_011470","green"
"FUN_011475","darkturquoise"
"FUN_011478","black"
"FUN_011479","greenyellow"
"FUN_011489","darkred"
"FUN_011490","greenyellow"
"FUN_011492","yellow"
"FUN_011498","orange"
"FUN_011508","darkred"
"FUN_011510","cyan"
"FUN_011511","greenyellow"
"FUN_011512","greenyellow"
"FUN_011515","black"
"FUN_011516","royalblue"
"FUN_011520","orange"
"FUN_011521","royalblue"
"FUN_011522","orange"
"FUN_011527","greenyellow"
"FUN_011533","orange"
"FUN_011540","tan"
"FUN_011559","orange"
"FUN_011569","royalblue"
"FUN_011570","lightyellow"
"FUN_011574","purple"
"FUN_011575","lightyellow"
"FUN_011576","orange"
"FUN_011577","lightyellow"
"FUN_011578","lightyellow"
"FUN_011579","darkred"
"FUN_011581","red"
"FUN_011582","violet"
"FUN_011583","greenyellow"
"FUN_011586","tan"
"FUN_011591","yellow"
"FUN_011593","grey60"
"FUN_011596","darkturquoise"
"FUN_011597","orange"
"FUN_011599","greenyellow"
"FUN_011602","darkturquoise"
"FUN_011603","greenyellow"
"FUN_011604","violet"
"FUN_011607","black"
"FUN_011610","orange"
"FUN_011611","greenyellow"
"FUN_011612","darkgreen"
"FUN_011613","darkorange"
"FUN_011624","greenyellow"
"FUN_011625","yellow"
"FUN_011626","darkred"
"FUN_011635","darkturquoise"
"FUN_011650","greenyellow"
"FUN_011651","violet"
"FUN_011658","violet"
"FUN_011659","orange"
"FUN_011661","black"
"FUN_011662","grey60"
"FUN_011663","cyan"
"FUN_011664","orange"
"FUN_011665","green"
"FUN_011666","green"
"FUN_011667","violet"
"FUN_011669","orange"
"FUN_011671","lightyellow"
"FUN_011682","cyan"
"FUN_011683","orange"
"FUN_011687","greenyellow"
"FUN_011690","lightyellow"
"FUN_011691","darkorange"
"FUN_011701","red"
"FUN_011706","black"
"FUN_011708","yellow"
"FUN_011713","darkred"
"FUN_011715","greenyellow"
"FUN_047126","greenyellow"
"FUN_011717","magenta"
"FUN_011719","magenta"
"FUN_011734","red"
"FUN_011737","orange"
"FUN_011739","red"
"FUN_011742","violet"
"FUN_011743","violet"
"FUN_011745","violet"
"FUN_011757","violet"
"FUN_047127","red"
"FUN_011762","violet"
"FUN_011763","yellow"
"FUN_011764","lightyellow"
"FUN_011766","lightyellow"
"FUN_011768","orange"
"FUN_011776","tan"
"FUN_011778","greenyellow"
"FUN_011779","greenyellow"
"FUN_011780","cyan"
"FUN_011781","greenyellow"
"FUN_011787","orange"
"FUN_011790","greenyellow"
"FUN_011805","greenyellow"
"FUN_011806","greenyellow"
"FUN_011807","darkred"
"FUN_011808","grey60"
"FUN_011811","orange"
"FUN_011817","cyan"
"FUN_011818","royalblue"
"FUN_011819","lightyellow"
"FUN_011826","magenta"
"FUN_011827","magenta"
"FUN_011830","darkred"
"FUN_011835","grey60"
"FUN_011838","darkred"
"FUN_011840","darkturquoise"
"FUN_011849","orange"
"FUN_011853","orange"
"FUN_011854","greenyellow"
"FUN_047128","greenyellow"
"FUN_011855","darkturquoise"
"FUN_011857","greenyellow"
"FUN_011860","tan"
"FUN_011872","green"
"FUN_011879","darkred"
"FUN_011880","orange"
"FUN_011893","darkturquoise"
"FUN_047129","red"
"FUN_011895","green"
"FUN_011896","greenyellow"
"FUN_011898","lightyellow"
"FUN_011899","greenyellow"
"FUN_011900","greenyellow"
"FUN_011901","cyan"
"FUN_011903","darkgreen"
"FUN_011906","orange"
"FUN_011907","grey60"
"FUN_011910","violet"
"FUN_011911","orange"
"FUN_011912","lightyellow"
"FUN_047130","cyan"
"FUN_011919","violet"
"FUN_011920","magenta"
"FUN_011922","magenta"
"FUN_011925","lightyellow"
"FUN_011926","orange"
"FUN_011927","orange"
"FUN_011929","greenyellow"
"FUN_011932","violet"
"FUN_011936","violet"
"FUN_011937","red"
"FUN_011940","purple"
"FUN_011941","royalblue"
"FUN_011942","darkturquoise"
"FUN_011943","lightyellow"
"FUN_011950","greenyellow"
"FUN_011952","lightyellow"
"FUN_011961","grey60"
"FUN_011965","green"
"FUN_011969","lightyellow"
"FUN_011974","darkturquoise"
"FUN_011977","red"
"FUN_011981","darkred"
"FUN_011983","violet"
"FUN_011984","lightyellow"
"FUN_011985","black"
"FUN_011986","greenyellow"
"FUN_011987","violet"
"FUN_011991","violet"
"FUN_012002","darkred"
"FUN_012011","violet"
"FUN_012012","darkred"
"FUN_012017","lightyellow"
"FUN_012020","yellow"
"FUN_012025","greenyellow"
"FUN_012026","violet"
"FUN_012033","red"
"FUN_012039","purple"
"FUN_012040","greenyellow"
"FUN_012041","greenyellow"
"FUN_012042","greenyellow"
"FUN_012047","orange"
"FUN_012052","yellow"
"FUN_012053","lightyellow"
"FUN_012061","lightyellow"
"FUN_012065","cyan"
"FUN_012067","greenyellow"
"FUN_012068","orange"
"FUN_012069","violet"
"FUN_012070","darkturquoise"
"FUN_012072","darkred"
"FUN_012073","yellow"
"FUN_047131","darkgreen"
"FUN_012077","red"
"FUN_012078","greenyellow"
"FUN_012081","orange"
"FUN_012084","lightyellow"
"FUN_012085","greenyellow"
"FUN_012086","orange"
"FUN_012087","greenyellow"
"FUN_012090","green"
"FUN_012093","tan"
"FUN_012095","yellow"
"FUN_012108","magenta"
"FUN_012110","lightyellow"
"FUN_012113","violet"
"FUN_012118","green"
"FUN_012120","greenyellow"
"FUN_012125","greenyellow"
"FUN_012126","greenyellow"
"FUN_012128","magenta"
"FUN_012135","lightyellow"
"FUN_012136","grey60"
"FUN_012138","royalblue"
"FUN_012140","violet"
"FUN_012141","violet"
"FUN_012142","greenyellow"
"FUN_012143","orange"
"FUN_012144","black"
"FUN_012147","violet"
"FUN_012148","greenyellow"
"FUN_012154","green"
"FUN_012156","greenyellow"
"FUN_012160","darkred"
"FUN_012161","cyan"
"FUN_012174","violet"
"FUN_012175","purple"
"FUN_012176","violet"
"FUN_012189","violet"
"FUN_047134","purple"
"FUN_012196","lightyellow"
"FUN_012198","cyan"
"FUN_012199","cyan"
"FUN_012202","greenyellow"
"FUN_012204","violet"
"FUN_012207","darkred"
"FUN_012208","lightyellow"
"FUN_012209","purple"
"FUN_012210","red"
"FUN_012211","cyan"
"FUN_012213","lightyellow"
"FUN_012214","yellow"
"FUN_012215","tan"
"FUN_012221","orange"
"FUN_012232","lightyellow"
"FUN_012233","lightyellow"
"FUN_012236","darkred"
"FUN_012237","greenyellow"
"FUN_012239","green"
"FUN_012243","red"
"FUN_012249","orange"
"FUN_012250","orange"
"FUN_012251","orange"
"FUN_012252","magenta"
"FUN_012254","greenyellow"
"FUN_012255","royalblue"
"FUN_012263","orange"
"FUN_012266","red"
"FUN_012271","cyan"
"FUN_012272","darkred"
"FUN_012273","violet"
"FUN_012274","purple"
"FUN_012276","greenyellow"
"FUN_012277","cyan"
"FUN_012279","lightyellow"
"FUN_012281","lightyellow"
"FUN_012282","lightyellow"
"FUN_012284","darkred"
"FUN_012287","lightyellow"
"FUN_012288","orange"
"FUN_012289","yellow"
"FUN_012290","darkred"
"FUN_012291","orange"
"FUN_012293","orange"
"FUN_012294","greenyellow"
"FUN_012295","greenyellow"
"FUN_012296","orange"
"FUN_012299","red"
"FUN_012300","greenyellow"
"FUN_012301","darkturquoise"
"FUN_012303","yellow"
"FUN_012306","greenyellow"
"FUN_012307","lightyellow"
"FUN_012308","darkorange"
"FUN_012310","greenyellow"
"FUN_012314","darkturquoise"
"FUN_012317","lightyellow"
"FUN_012321","orange"
"FUN_012327","orange"
"FUN_047135","darkturquoise"
"FUN_012328","darkgreen"
"FUN_012329","purple"
"FUN_012334","greenyellow"
"FUN_012345","orange"
"FUN_012346","darkred"
"FUN_012347","magenta"
"FUN_012352","black"
"FUN_012355","lightyellow"
"FUN_012356","darkturquoise"
"FUN_012357","orange"
"FUN_012371","violet"
"FUN_012372","green"
"FUN_012377","yellow"
"FUN_012393","darkred"
"FUN_012394","cyan"
"FUN_012395","darkorange"
"FUN_012396","orange"
"FUN_012400","darkturquoise"
"FUN_012407","lightyellow"
"FUN_012408","magenta"
"FUN_012424","orange"
"FUN_012426","tan"
"FUN_012427","orange"
"FUN_012428","cyan"
"FUN_012429","greenyellow"
"FUN_012430","lightyellow"
"FUN_012431","greenyellow"
"FUN_012432","orange"
"FUN_012434","greenyellow"
"FUN_012435","darkred"
"FUN_012437","black"
"FUN_012479","purple"
"FUN_012480","black"
"FUN_012500","violet"
"FUN_012503","tan"
"FUN_012504","yellow"
"FUN_012509","yellow"
"FUN_047137","greenyellow"
"FUN_012512","violet"
"FUN_012515","greenyellow"
"FUN_012517","grey60"
"FUN_012518","grey60"
"FUN_012519","green"
"FUN_012521","orange"
"FUN_012524","lightyellow"
"FUN_012525","lightyellow"
"FUN_012526","purple"
"FUN_012527","orange"
"FUN_012528","greenyellow"
"FUN_012535","black"
"FUN_012538","green"
"FUN_012541","violet"
"FUN_012542","darkorange"
"FUN_012544","darkred"
"FUN_012545","violet"
"FUN_012552","royalblue"
"FUN_012554","cyan"
"FUN_012581","orange"
"FUN_012597","greenyellow"
"FUN_012604","darkorange"
"FUN_012611","tan"
"FUN_012615","violet"
"FUN_012618","greenyellow"
"FUN_012621","tan"
"FUN_012623","greenyellow"
"FUN_012624","greenyellow"
"FUN_012629","cyan"
"FUN_012633","greenyellow"
"FUN_012634","yellow"
"FUN_047138","darkgreen"
"FUN_012641","black"
"FUN_012643","tan"
"FUN_012653","grey60"
"FUN_012655","black"
"FUN_012659","lightyellow"
"FUN_012663","black"
"FUN_012664","darkgreen"
"FUN_012674","orange"
"FUN_047139","yellow"
"FUN_047140","lightyellow"
"FUN_012697","black"
"FUN_012729","orange"
"FUN_012737","green"
"FUN_012740","darkorange"
"FUN_012756","green"
"FUN_012758","green"
"FUN_012759","green"
"FUN_012762","green"
"FUN_012764","darkorange"
"FUN_012771","grey"
"FUN_012773","violet"
"FUN_012777","darkorange"
"FUN_012778","greenyellow"
"FUN_012779","lightyellow"
"FUN_012783","black"
"FUN_012784","tan"
"FUN_012785","royalblue"
"FUN_012786","magenta"
"FUN_012787","magenta"
"FUN_012788","tan"
"FUN_012789","tan"
"FUN_012796","orange"
"FUN_012798","lightyellow"
"FUN_012799","magenta"
"FUN_012801","darkred"
"FUN_012805","tan"
"FUN_012812","violet"
"FUN_012824","greenyellow"
"FUN_012825","greenyellow"
"FUN_012829","red"
"FUN_047141","greenyellow"
"FUN_012836","darkturquoise"
"FUN_012837","orange"
"FUN_012839","orange"
"FUN_012840","tan"
"FUN_012841","darkorange"
"FUN_012843","violet"
"FUN_012851","greenyellow"
"FUN_047143","black"
"FUN_012854","black"
"FUN_012856","violet"
"FUN_012878","violet"
"FUN_012887","greenyellow"
"FUN_012888","darkred"
"FUN_012889","violet"
"FUN_012893","darkred"
"FUN_012895","tan"
"FUN_012897","lightyellow"
"FUN_012899","greenyellow"
"FUN_012903","yellow"
"FUN_012904","yellow"
"FUN_012906","lightyellow"
"FUN_012908","black"
"FUN_012910","purple"
"FUN_012912","greenyellow"
"FUN_012914","yellow"
"FUN_012915","black"
"FUN_012918","orange"
"FUN_012922","orange"
"FUN_012923","violet"
"FUN_012924","green"
"FUN_012926","greenyellow"
"FUN_012931","yellow"
"FUN_012941","lightyellow"
"FUN_012943","green"
"FUN_012945","cyan"
"FUN_012946","orange"
"FUN_012948","grey60"
"FUN_047145","violet"
"FUN_012951","red"
"FUN_012960","tan"
"FUN_012965","lightyellow"
"FUN_012966","violet"
"FUN_012967","lightyellow"
"FUN_012969","greenyellow"
"FUN_012973","violet"
"FUN_012976","darkorange"
"FUN_012980","lightyellow"
"FUN_012981","cyan"
"FUN_012983","darkred"
"FUN_012989","greenyellow"
"FUN_012990","greenyellow"
"FUN_012991","magenta"
"FUN_012992","greenyellow"
"FUN_012993","greenyellow"
"FUN_012994","greenyellow"
"FUN_012997","grey60"
"FUN_013004","tan"
"FUN_013008","red"
"FUN_013017","red"
"FUN_013018","orange"
"FUN_013019","lightyellow"
"FUN_013020","yellow"
"FUN_013021","violet"
"FUN_013024","black"
"FUN_013025","greenyellow"
"FUN_013027","royalblue"
"FUN_013029","royalblue"
"FUN_013030","orange"
"FUN_013037","green"
"FUN_013040","yellow"
"FUN_013042","magenta"
"FUN_013043","yellow"
"FUN_013045","lightyellow"
"FUN_013048","red"
"FUN_013050","violet"
"FUN_013051","grey"
"FUN_013053","violet"
"FUN_013061","violet"
"FUN_013062","royalblue"
"FUN_013066","darkgreen"
"FUN_013067","darkgreen"
"FUN_013070","green"
"FUN_013071","greenyellow"
"FUN_047146","royalblue"
"FUN_013074","darkgreen"
"FUN_013075","greenyellow"
"FUN_013079","darkred"
"FUN_013081","darkgreen"
"FUN_013083","darkturquoise"
"FUN_013088","greenyellow"
"FUN_013092","red"
"FUN_013096","orange"
"FUN_013097","orange"
"FUN_013109","orange"
"FUN_013110","royalblue"
"FUN_013111","cyan"
"FUN_013115","orange"
"FUN_013117","darkred"
"FUN_013120","lightyellow"
"FUN_013122","tan"
"FUN_013123","violet"
"FUN_013124","darkred"
"FUN_013126","cyan"
"FUN_013127","grey60"
"FUN_013138","red"
"FUN_013140","violet"
"FUN_013141","violet"
"FUN_013155","violet"
"FUN_013174","orange"
"FUN_013175","tan"
"FUN_013176","orange"
"FUN_013179","black"
"FUN_013181","grey60"
"FUN_013182","lightyellow"
"FUN_013184","greenyellow"
"FUN_013185","greenyellow"
"FUN_013187","tan"
"FUN_013188","darkturquoise"
"FUN_013193","lightyellow"
"FUN_013196","orange"
"FUN_013198","purple"
"FUN_013201","yellow"
"FUN_013202","yellow"
"FUN_013205","green"
"FUN_013208","black"
"FUN_013213","orange"
"FUN_013214","orange"
"FUN_013217","greenyellow"
"FUN_013218","greenyellow"
"FUN_013219","greenyellow"
"FUN_013242","orange"
"FUN_013250","lightyellow"
"FUN_013255","lightyellow"
"FUN_013257","greenyellow"
"FUN_013258","royalblue"
"FUN_013259","cyan"
"FUN_013260","lightyellow"
"FUN_013261","lightyellow"
"FUN_013271","grey60"
"FUN_047150","orange"
"FUN_013280","orange"
"FUN_013293","grey"
"FUN_013295","purple"
"FUN_013296","orange"
"FUN_013297","black"
"FUN_013299","cyan"
"FUN_013300","greenyellow"
"FUN_013301","lightyellow"
"FUN_013303","orange"
"FUN_013304","greenyellow"
"FUN_013305","greenyellow"
"FUN_013307","cyan"
"FUN_013311","yellow"
"FUN_013312","cyan"
"FUN_013321","magenta"
"FUN_013325","darkorange"
"FUN_013340","darkturquoise"
"FUN_013344","orange"
"FUN_013350","darkturquoise"
"FUN_013354","grey60"
"FUN_013361","royalblue"
"FUN_013380","black"
"FUN_013385","black"
"FUN_013409","orange"
"FUN_013414","greenyellow"
"FUN_013417","black"
"FUN_013418","cyan"
"FUN_013427","grey60"
"FUN_013431","magenta"
"FUN_013432","darkturquoise"
"FUN_013434","cyan"
"FUN_013436","lightyellow"
"FUN_013440","greenyellow"
"FUN_013441","lightyellow"
"FUN_013443","cyan"
"FUN_013444","royalblue"
"FUN_013446","lightyellow"
"FUN_013447","cyan"
"FUN_013454","black"
"FUN_013456","greenyellow"
"FUN_013457","grey60"
"FUN_013461","greenyellow"
"FUN_013482","orange"
"FUN_013496","violet"
"FUN_013504","darkorange"
"FUN_013505","purple"
"FUN_013507","darkturquoise"
"FUN_013509","grey60"
"FUN_013510","lightyellow"
"FUN_013511","orange"
"FUN_013512","tan"
"FUN_013513","grey60"
"FUN_013514","magenta"
"FUN_013515","royalblue"
"FUN_013516","greenyellow"
"FUN_013517","greenyellow"
"FUN_013518","darkgreen"
"FUN_013519","royalblue"
"FUN_013521","orange"
"FUN_013522","grey60"
"FUN_013523","darkturquoise"
"FUN_013524","orange"
"FUN_013536","magenta"
"FUN_013538","cyan"
"FUN_013544","black"
"FUN_013546","greenyellow"
"FUN_013547","cyan"
"FUN_013548","red"
"FUN_013558","red"
"FUN_013564","grey60"
"FUN_013566","greenyellow"
"FUN_013575","violet"
"FUN_013592","lightyellow"
"FUN_013597","magenta"
"FUN_013612","greenyellow"
"FUN_013613","cyan"
"FUN_013614","orange"
"FUN_013615","violet"
"FUN_047154","darkred"
"FUN_013631","orange"
"FUN_047155","cyan"
"FUN_013640","greenyellow"
"FUN_013641","royalblue"
"FUN_013642","black"
"FUN_013644","red"
"FUN_013647","darkred"
"FUN_013666","orange"
"FUN_013669","violet"
"FUN_013671","black"
"FUN_013672","greenyellow"
"FUN_013677","purple"
"FUN_013680","darkturquoise"
"FUN_013697","orange"
"FUN_013698","tan"
"FUN_013699","tan"
"FUN_013702","yellow"
"FUN_013703","yellow"
"FUN_013708","yellow"
"FUN_013710","royalblue"
"FUN_013711","cyan"
"FUN_013712","black"
"FUN_013713","orange"
"FUN_013714","green"
"FUN_013718","green"
"FUN_013727","greenyellow"
"FUN_013733","orange"
"FUN_013736","orange"
"FUN_013739","orange"
"FUN_013740","black"
"FUN_013741","orange"
"FUN_013747","green"
"FUN_013753","greenyellow"
"FUN_013760","violet"
"FUN_013762","yellow"
"FUN_013763","darkturquoise"
"FUN_013767","violet"
"FUN_013775","yellow"
"FUN_013777","violet"
"FUN_013778","black"
"FUN_013779","greenyellow"
"FUN_013780","grey"
"FUN_013781","grey"
"FUN_013782","cyan"
"FUN_013785","orange"
"FUN_013789","darkgreen"
"FUN_013793","greenyellow"
"FUN_013794","magenta"
"FUN_013795","lightyellow"
"FUN_013796","tan"
"FUN_013797","grey"
"FUN_013798","lightyellow"
"FUN_013801","green"
"FUN_013804","cyan"
"FUN_013805","cyan"
"FUN_013818","lightyellow"
"FUN_013819","violet"
"FUN_013820","greenyellow"
"FUN_013825","violet"
"FUN_013832","orange"
"FUN_013834","orange"
"FUN_013835","darkred"
"FUN_013839","orange"
"FUN_013879","greenyellow"
"FUN_013880","violet"
"FUN_013881","green"
"FUN_013884","orange"
"FUN_013885","orange"
"FUN_013890","green"
"FUN_013894","lightyellow"
"FUN_013895","darkred"
"FUN_013898","magenta"
"FUN_013923","orange"
"FUN_013924","lightyellow"
"FUN_013927","violet"
"FUN_013930","green"
"FUN_013931","orange"
"FUN_013940","violet"
"FUN_013941","green"
"FUN_013946","greenyellow"
"FUN_013954","purple"
"FUN_013956","purple"
"FUN_013967","grey60"
"FUN_013970","purple"
"FUN_013971","violet"
"FUN_013975","darkgreen"
"FUN_013977","yellow"
"FUN_013988","cyan"
"FUN_013992","greenyellow"
"FUN_013997","grey60"
"FUN_014007","grey60"
"FUN_014014","grey60"
"FUN_014015","grey60"
"FUN_014016","cyan"
"FUN_014017","greenyellow"
"FUN_014018","tan"
"FUN_014019","darkred"
"FUN_014020","violet"
"FUN_014021","orange"
"FUN_014022","orange"
"FUN_014023","red"
"FUN_014063","lightyellow"
"FUN_014065","tan"
"FUN_014070","darkorange"
"FUN_014077","green"
"FUN_014078","tan"
"FUN_014081","lightyellow"
"FUN_014100","tan"
"FUN_014101","greenyellow"
"FUN_014103","darkturquoise"
"FUN_014105","yellow"
"FUN_014107","darkturquoise"
"FUN_014116","orange"
"FUN_014118","greenyellow"
"FUN_014120","orange"
"FUN_014121","violet"
"FUN_014122","darkred"
"FUN_014123","greenyellow"
"FUN_014125","yellow"
"FUN_014127","yellow"
"FUN_014136","darkturquoise"
"FUN_014138","yellow"
"FUN_014142","yellow"
"FUN_014143","cyan"
"FUN_014144","greenyellow"
"FUN_014145","greenyellow"
"FUN_014150","greenyellow"
"FUN_014163","cyan"
"FUN_014168","black"
"FUN_014169","magenta"
"FUN_014170","tan"
"FUN_014199","orange"
"FUN_014200","orange"
"FUN_014202","darkgreen"
"FUN_014204","cyan"
"FUN_014205","tan"
"FUN_014207","cyan"
"FUN_014209","magenta"
"FUN_014211","greenyellow"
"FUN_014213","purple"
"FUN_014214","black"
"FUN_014215","lightyellow"
"FUN_014230","orange"
"FUN_014236","violet"
"FUN_014237","violet"
"FUN_014238","greenyellow"
"FUN_014241","lightyellow"
"FUN_014250","black"
"FUN_014253","greenyellow"
"FUN_014254","red"
"FUN_014261","royalblue"
"FUN_014269","orange"
"FUN_014271","yellow"
"FUN_014276","cyan"
"FUN_014277","darkgreen"
"FUN_014278","yellow"
"FUN_014280","orange"
"FUN_014290","green"
"FUN_014293","greenyellow"
"FUN_014294","orange"
"FUN_014303","black"
"FUN_014306","violet"
"FUN_014307","purple"
"FUN_014308","purple"
"FUN_014316","violet"
"FUN_014320","violet"
"FUN_014321","orange"
"FUN_047162","grey60"
"FUN_014330","greenyellow"
"FUN_014331","darkgreen"
"FUN_014332","orange"
"FUN_014348","darkgreen"
"FUN_014349","grey60"
"FUN_014351","darkgreen"
"FUN_014352","red"
"FUN_014357","darkturquoise"
"FUN_014358","orange"
"FUN_047163","red"
"FUN_014368","grey60"
"FUN_014371","greenyellow"
"FUN_014377","orange"
"FUN_014378","greenyellow"
"FUN_014385","violet"
"FUN_014388","violet"
"FUN_014390","black"
"FUN_014391","cyan"
"FUN_014397","orange"
"FUN_014403","orange"
"FUN_014406","cyan"
"FUN_014407","lightyellow"
"FUN_014409","yellow"
"FUN_014416","yellow"
"FUN_014418","orange"
"FUN_014429","darkorange"
"FUN_014430","orange"
"FUN_014432","greenyellow"
"FUN_014433","lightyellow"
"FUN_014436","black"
"FUN_014437","violet"
"FUN_014438","royalblue"
"FUN_014439","grey60"
"FUN_014440","orange"
"FUN_014442","greenyellow"
"FUN_014443","greenyellow"
"FUN_014445","violet"
"FUN_014448","violet"
"FUN_014451","greenyellow"
"FUN_014452","greenyellow"
"FUN_014453","orange"
"FUN_014459","red"
"FUN_014465","darkturquoise"
"FUN_014471","grey60"
"FUN_014472","yellow"
"FUN_014473","grey60"
"FUN_014484","orange"
"FUN_014485","darkgreen"
"FUN_014486","lightyellow"
"FUN_014487","greenyellow"
"FUN_014489","orange"
"FUN_014496","cyan"
"FUN_014497","greenyellow"
"FUN_014498","darkorange"
"FUN_014499","cyan"
"FUN_014501","orange"
"FUN_014511","lightyellow"
"FUN_014512","grey60"
"FUN_014513","darkorange"
"FUN_014516","grey"
"FUN_014517","orange"
"FUN_014518","greenyellow"
"FUN_014520","greenyellow"
"FUN_014521","greenyellow"
"FUN_047164","yellow"
"FUN_014524","darkred"
"FUN_014525","orange"
"FUN_014526","orange"
"FUN_014527","orange"
"FUN_014528","lightyellow"
"FUN_014532","darkturquoise"
"FUN_014535","violet"
"FUN_014536","violet"
"FUN_014552","greenyellow"
"FUN_014553","lightyellow"
"FUN_014554","darkred"
"FUN_014557","violet"
"FUN_014558","violet"
"FUN_014560","cyan"
"FUN_014561","purple"
"FUN_014565","violet"
"FUN_014566","darkred"
