"X","PohiBra080_sorted.bam","PohiBra081_sorted.bam","PohiBra083_sorted.bam","PohiBra084_sorted.bam","PohiBra085_sorted.bam","PohiBra086_sorted.bam","PstrBra093_sorted.bam","PstrBra094_sorted.bam","PstrBra098_sorted.bam"
"FUN_010490",810,31,373,809,107,105,495,108,101
"FUN_010492",5,0,12,21,9,1,5,0,4
"FUN_010494",1572,575,1629,409,1046,438,373,432,232
"FUN_010495",16,11,0,2,0,9,58,5,1
"FUN_010496",5,31,0,4,1,4,12,9,11
"FUN_010500",17,0,32,1,2,84,10,187,5
"FUN_010501",0,0,0,0,0,0,0,0,0
"FUN_010503",0,0,0,0,0,0,0,0,0
"FUN_010504",3,0,12,1,0,8,4,11,0
"FUN_010505",0,0,0,0,0,0,0,0,0
"FUN_010506",2,0,0,0,0,0,0,0,0
"FUN_010508",0,0,0,0,0,0,0,1,0
"FUN_010509",5518,743,1759,274,554,743,1072,1025,841
"FUN_010510",0,27,9,4,0,0,0,0,0
"FUN_010511",125,0,0,2,0,0,0,0,1
"FUN_010512",343,0,0,1,3,5,237,0,152
"FUN_010513",498,0,0,0,1,22,286,1,142
"FUN_010514",0,0,0,0,0,0,0,0,0
"FUN_010515",0,0,0,0,0,0,0,0,0
"FUN_010516",3756,12,0,11,18,5,108,4,166
"FUN_010517",58,7,0,2,8,0,5,7,13
"FUN_010518",0,0,15,0,0,0,1,0,5
"FUN_010519",3,1,12,0,0,0,0,0,0
"FUN_010520",807,435,1748,297,367,486,711,739,285
"FUN_010521",0,0,5,0,0,0,0,0,0
"FUN_010523",160,48,2214,172,90,327,238,185,177
"FUN_010527",478,345,1012,218,224,373,903,727,513
"FUN_010530",22,0,27,58,5,334,17,371,3
"FUN_010534",0,0,0,0,0,0,14,9,1
"FUN_010535",0,0,0,0,2,0,0,1,1
"FUN_010536",1,0,13,0,0,0,57,18,5
"FUN_010539",0,0,0,0,0,0,0,0,0
"FUN_010541",0,0,0,0,0,0,0,0,0
"FUN_010542",0,0,0,0,0,0,0,0,0
"FUN_010543",0,0,0,0,0,0,0,0,0
"FUN_010544",0,0,0,0,0,0,0,0,0
"FUN_010545",0,0,0,0,0,0,0,0,0
"FUN_010546",0,0,0,0,0,0,0,0,0
"FUN_010547",0,0,0,0,0,0,0,0,0
"FUN_010548",0,0,0,0,0,0,0,0,0
"FUN_010549",0,0,0,0,0,0,0,0,0
"FUN_010550",0,0,0,0,0,0,0,0,0
"FUN_010551",0,0,0,0,0,0,0,0,0
"FUN_010552",0,0,0,0,0,0,0,0,0
"FUN_010553",0,0,0,0,0,0,0,0,0
"FUN_010554",0,0,0,0,0,0,0,0,0
"FUN_010555",0,4,0,0,0,0,0,0,0
"FUN_010558",0,0,0,0,0,0,0,0,0
"FUN_010561",0,0,0,0,0,0,0,0,0
"FUN_010563",0,0,0,0,0,0,0,0,0
"FUN_010564",3684,1689,6791,2494,2773,5482,5444,8024,1452
"FUN_010565",119,26,153,52,36,107,256,165,89
"FUN_010566",48,111,509,138,58,187,121,148,194
"FUN_010569",0,0,0,0,0,0,0,0,0
"FUN_010571",59,182,535,118,124,245,85,199,100
"FUN_010572",35,47,193,19,13,83,33,137,18
"FUN_010573",302,281,516,78,259,144,383,48,289
"FUN_010574",0,0,0,0,0,0,0,0,0
"FUN_010575",0,0,0,0,1,0,0,0,0
"FUN_010578",11,0,0,5,8,11,13,2,2
"FUN_010579",7,0,0,6,1,11,4,7,4
"FUN_010580",0,0,0,0,0,0,0,0,0
"FUN_010581",358,15,121,55,59,252,63,357,34
"FUN_010582",0,0,0,0,0,44,1,23,0
"FUN_010583",1587,3216,4134,1596,1452,1026,1258,1118,505
"FUN_010584",81,61,143,56,47,90,120,216,130
"FUN_010585",271,39,62,174,99,43,23,41,17
"FUN_010586",0,17,7,4,3,10,0,7,4
"FUN_010587",2,18,10,4,1,41,0,116,0
"FUN_010588",0,0,0,0,0,0,0,0,0
"FUN_010589",0,0,0,2,0,0,0,0,0
"FUN_010591",0,0,0,0,0,0,0,0,0
"FUN_010592",1790,1486,8537,2322,2096,1599,1980,1875,1110
"FUN_010593",244,1482,585,567,697,251,544,752,206
"FUN_010594",758,1083,2177,1044,945,389,1322,1017,356
"FUN_010595",7,10,0,0,0,0,43,0,40
"FUN_010596",2,4,0,0,7,0,34,0,27
"FUN_010597",47,11,73,18,26,25,49,24,58
"FUN_010598",4123,3026,11406,2048,2641,3883,4029,6523,2478
"FUN_010599",78,678,667,303,170,230,170,162,136
"FUN_010600",49,8,17,0,0,0,36,2,62
"FUN_010601",16,2,25,33,6,331,1,880,7
"FUN_010602",1325,56,1124,85,188,707,266,1512,247
"FUN_010603",581,9,624,51,54,431,56,830,42
"FUN_010604",209,260,2024,316,213,305,365,362,472
"FUN_010605",48,281,1513,157,162,429,151,308,174
"FUN_010606",1921,1207,4206,741,1002,1083,1890,2127,653
"FUN_010607",0,0,0,0,0,0,0,0,0
"FUN_010608",11,0,0,22,7,93,18,103,8
"FUN_010610",0,0,0,0,0,0,0,0,0
"FUN_010611",0,0,0,0,0,0,0,0,0
"FUN_010616",0,0,0,0,0,0,0,0,0
"FUN_010617",0,0,0,0,0,0,0,0,0
"FUN_010618",0,2,0,0,0,0,0,0,0
"FUN_010620",0,0,0,0,0,0,0,0,0
"FUN_010621",0,0,0,0,0,0,0,0,0
"FUN_010623",0,0,0,0,0,0,0,0,0
"FUN_010624",0,0,0,0,0,0,0,0,0
"FUN_010625",0,0,0,0,0,0,0,0,0
"FUN_010626",0,0,0,0,0,0,0,0,0
"FUN_010628",0,0,0,0,0,0,0,0,3
"FUN_010629",261,497,920,416,484,235,452,413,252
"FUN_010631",0,0,0,0,0,0,0,0,0
"FUN_010632",49,202,385,113,89,152,83,67,118
"FUN_010635",63,150,467,153,139,250,119,276,77
"FUN_010636",20,56,73,29,32,9,39,19,9
"FUN_010637",0,93,10,33,28,0,2,3,5
"FUN_010638",4,42,0,16,14,0,5,3,0
"FUN_010639",0,0,0,0,0,0,0,0,0
"FUN_010640",0,0,0,0,0,0,0,0,0
"FUN_010641",1366,1083,3509,808,1449,859,1846,2039,793
"FUN_010642",0,0,0,0,0,0,0,0,0
"FUN_010643",1005,2771,4083,2057,1153,1135,1482,915,726
"FUN_010646",0,0,0,0,0,0,0,0,0
"FUN_010647",0,0,0,0,0,0,0,0,0
"FUN_010648",239,154,871,241,248,220,513,300,269
"FUN_010650",0,0,0,0,0,0,0,0,0
"FUN_010652",0,0,0,0,0,0,0,0,0
"FUN_010653",6,6,0,0,0,0,5,0,0
"FUN_010654",6,6,0,2,5,3,9,15,3
"FUN_010657",316,2384,1334,364,534,213,934,730,282
"FUN_010658",4,17,0,10,2,0,21,0,6
"FUN_010659",1263,2454,3712,879,865,943,1394,2318,706
"FUN_010661",4,12,20,23,14,27,31,30,31
"FUN_010662",368,575,1105,393,455,168,701,491,303
"FUN_010663",0,0,0,0,0,1,6,2,1
"FUN_010664",0,0,0,0,0,0,0,0,0
"FUN_010665",59,38,102,27,44,67,95,82,52
"FUN_010666",103,3,229,12,11,28,418,199,64
"FUN_010667",629,1583,1620,645,609,359,1715,1267,544
"FUN_010669",42,24,129,115,25,6,128,9,12
"FUN_010670",0,4,0,0,0,0,0,0,0
"FUN_010671",48,52,52,177,31,16,16,0,15
"FUN_010672",0,0,0,0,0,0,0,0,0
"FUN_010673",0,5,0,3,0,0,0,0,0
"FUN_010674",0,0,0,0,0,0,0,0,2
"FUN_010675",80,21,65,81,30,8,346,144,58
"FUN_010677",1,0,0,0,2,0,0,0,0
"FUN_010680",27,5,24,3,19,26,59,35,26
"FUN_010681",0,9,0,0,0,0,0,0,0
"FUN_010682",1,0,0,0,0,16,4,0,0
"FUN_010683",0,0,0,0,0,2,0,0,0
"FUN_010684",0,0,0,0,0,0,0,0,0
"FUN_010685",0,0,0,0,1,0,0,0,0
"FUN_010686",0,0,0,0,0,0,0,0,0
"FUN_010687",0,0,0,0,0,0,0,0,0
"FUN_010690",0,0,0,0,0,0,0,0,0
"FUN_010691",0,0,0,0,0,0,0,0,0
"FUN_010692",0,4,0,0,0,0,5,0,2
"FUN_010695",0,0,0,0,0,0,0,0,0
"FUN_010696",0,0,0,0,0,0,0,0,0
"FUN_010697",0,0,0,0,0,0,0,0,0
"FUN_010700",0,0,0,0,0,0,1,3,1
"FUN_010702",26,12,63,11,21,15,187,287,130
"FUN_010703",1706,1564,7860,1334,1689,2142,4984,3454,2175
"FUN_010704",0,0,0,0,0,0,0,0,0
"FUN_010707",0,0,0,0,0,0,0,0,0
"FUN_010708",0,0,0,0,0,0,0,0,0
"FUN_010709",0,0,0,0,0,0,0,0,0
"FUN_010710",0,2,0,0,0,0,0,0,0
"FUN_010711",0,0,0,0,0,0,0,0,0
"FUN_010712",0,0,0,0,0,0,0,0,0
"FUN_010713",0,0,0,0,0,0,0,0,0
"FUN_010714",0,0,0,0,0,0,0,0,0
"FUN_010715",0,0,0,1,0,0,0,0,0
"FUN_010716",0,9,0,0,0,0,0,0,0
"FUN_010717",0,10,0,1,0,0,0,0,0
"FUN_010718",0,0,2,0,0,5,2,0,0
"FUN_010719",0,0,0,0,0,0,0,0,0
"FUN_010720",119,37,325,51,34,54,111,107,54
"FUN_010721",0,0,14,0,0,0,0,0,0
"FUN_010722",3244,1823,13674,2442,2037,2078,6627,4641,1783
"FUN_010723",264,95,659,245,246,2575,316,8785,101
"FUN_010725",0,0,13,1,0,0,0,0,0
"FUN_010727",23364,890,3341,9013,4282,734,18399,1050,16714
"FUN_047114",2,0,6,2,1,2,3,2,3
"FUN_010729",124,10,107,1,145,9,490,291,203
"FUN_010732",0,0,0,0,0,0,0,0,0
"FUN_010734",0,0,13,0,0,0,0,0,0
"FUN_010736",0,0,0,0,0,0,0,12,0
"FUN_010737",0,0,0,0,0,0,0,0,0
"FUN_010738",0,0,0,0,0,1,0,0,0
"FUN_010739",0,0,0,0,0,0,0,0,0
"FUN_010740",0,0,0,0,0,0,0,0,0
"FUN_010741",0,0,0,0,0,0,0,0,0
"FUN_010743",0,0,0,0,0,0,0,3,1
"FUN_010744",37,0,48,0,4,0,37,33,14
"FUN_010745",11,0,0,1,0,0,8,0,7
"FUN_010746",54,69,203,45,47,47,93,85,28
"FUN_010747",102,26,151,125,96,139,519,74,103
"FUN_010749",36,10,144,46,32,36,73,26,22
"FUN_010750",1060,652,2446,853,731,1288,1735,2495,694
"FUN_010752",2,83,14,17,18,0,1,7,2
"FUN_010753",0,0,0,0,0,0,0,0,0
"FUN_010756",1,0,0,0,0,0,0,0,1
"FUN_010757",0,0,0,0,0,0,3,0,6
"FUN_010758",0,0,0,0,0,0,0,0,1
"FUN_010759",0,0,0,0,0,2,0,0,0
"FUN_010760",115,149,844,94,98,142,134,83,106
"FUN_010761",0,0,0,0,0,0,4,0,0
"FUN_010762",11,13,69,9,5,14,39,17,22
"FUN_010763",0,0,0,0,0,0,0,0,0
"FUN_010764",0,0,0,0,0,0,0,0,0
"FUN_010766",0,1,0,0,0,1,4,1,0
"FUN_010767",808,489,2272,865,741,1871,1313,3455,568
"FUN_010768",418,146,394,240,834,393,4061,725,185
"FUN_010769",2747,4966,10058,4279,3065,3302,1942,2482,1316
"FUN_010771",98,171,513,128,98,157,114,197,93
"FUN_010773",105,203,342,157,142,528,155,404,141
"FUN_010774",21,49,137,42,26,53,47,29,50
"FUN_010776",60,112,296,100,66,192,134,68,226
"FUN_010777",1227,935,2833,868,886,936,1877,1273,1069
"FUN_010778",7450,8534,16124,6657,6726,3777,7545,7156,5654
"FUN_010779",83,153,119,79,61,41,162,111,42
"FUN_010780",25061,10537,37568,21705,12712,19470,41107,33681,21504
"FUN_010781",282,293,697,286,321,498,292,342,276
"FUN_010782",1355,1829,4703,1986,2009,979,2546,1677,804
"FUN_010784",0,3,0,6,5,23,9,51,14
"FUN_010785",0,0,0,0,0,0,0,0,0
"FUN_010786",399,35,886,14,21,62,3307,2114,1009
"FUN_010787",0,3,0,5,7,5,6,4,9
"FUN_010788",0,3,0,0,0,0,0,0,0
"FUN_010789",44,16,131,119,31,12,134,7,16
"FUN_010790",14,44,120,37,24,31,83,75,74
"FUN_010791",29,233,46,99,94,4,37,34,7
"FUN_010792",57,207,514,131,60,163,88,273,84
"FUN_010793",0,0,0,0,0,0,0,0,0
"FUN_010794",504,3,33,7,6,59,310,194,16
"FUN_010795",0,0,0,0,0,0,0,0,0
"FUN_010796",38,7,0,21,34,44,0,1,8
"FUN_010798",869,814,3636,1803,1360,1004,1334,828,626
"FUN_010799",123,147,636,437,303,249,233,179,143
"FUN_010801",0,0,0,0,0,0,0,0,0
"FUN_010802",17,16,1,26,11,202,19,416,5
"FUN_010804",60,9,235,7,15,71,79,87,24
"FUN_010805",22,7,95,2,5,37,24,31,8
"FUN_010806",0,0,0,0,0,0,0,0,0
"FUN_010808",0,0,0,0,0,0,0,0,0
"FUN_010811",0,0,0,0,0,0,0,0,0
"FUN_010812",0,0,0,4,0,0,0,3,0
"FUN_010813",0,0,0,0,0,0,0,0,0
"FUN_010814",0,0,0,0,0,0,0,0,0
"FUN_010815",0,0,0,0,0,0,0,0,0
"FUN_010816",0,0,0,0,0,0,0,0,0
"FUN_010817",0,0,0,0,0,0,0,0,0
"FUN_010818",0,3,0,0,0,0,0,0,0
"FUN_010819",0,0,0,0,0,0,0,0,0
"FUN_010821",14,0,0,0,0,0,0,4,1
"FUN_010822",40,21,10,8,14,3,12,22,20
"FUN_010823",0,5,5,0,0,0,15,6,0
"FUN_010824",78,31,121,43,19,26,83,38,17
"FUN_010826",183,226,418,272,184,223,473,328,89
"FUN_010827",2291,1243,4548,1490,1721,1815,4235,4059,1508
"FUN_010839",0,0,0,0,0,0,0,0,0
"FUN_010841",0,3,0,0,0,0,0,0,0
"FUN_010842",0,0,0,0,0,0,0,0,0
"FUN_010843",0,0,0,0,0,0,0,0,0
"FUN_010844",0,0,0,0,0,0,0,0,0
"FUN_010845",0,0,0,0,0,0,0,1,0
"FUN_010849",0,0,0,0,0,0,0,0,0
"FUN_010850",0,0,0,0,0,0,0,0,0
"FUN_010851",1,0,0,6,0,0,4,0,3
"FUN_010852",0,0,0,0,0,0,0,0,0
"FUN_010853",0,0,0,0,0,0,0,0,0
"FUN_010854",0,0,0,0,0,0,0,0,0
"FUN_010855",0,0,0,0,0,0,0,0,0
"FUN_010858",228,8,0,9,4,2,23,1,71
"FUN_047115",17,45,39,15,28,7,28,25,20
"FUN_010860",0,0,0,0,0,0,0,0,0
"FUN_010861",0,3,0,0,0,0,0,0,0
"FUN_010862",0,4,0,0,0,0,0,0,0
"FUN_010863",0,2,19,3,4,5,7,51,0
"FUN_010864",0,0,0,2,0,1,0,0,1
"FUN_010865",0,0,0,2,0,3,0,1,0
"FUN_010866",0,0,0,2,0,1,6,0,0
"FUN_010867",84,106,316,122,71,52,1040,73,572
"FUN_047116",3,2,0,2,0,85,0,136,10
"FUN_010870",732,613,1376,892,780,3412,694,1784,372
"FUN_010871",0,0,0,1,0,0,0,3,0
"FUN_010872",0,0,0,0,0,0,0,1,0
"FUN_010873",8,0,0,3,0,0,13,3,7
"FUN_010874",2,0,0,0,3,0,7,14,9
"FUN_010875",0,0,0,0,0,0,0,0,1
"FUN_010876",0,2,0,0,0,0,0,0,0
"FUN_010877",3,5,0,0,0,0,0,0,0
"FUN_010878",0,0,0,0,0,0,0,0,0
"FUN_010882",0,0,0,0,0,0,0,0,0
"FUN_010885",14,88,17,15,14,0,2,9,0
"FUN_010886",0,0,0,0,0,0,0,0,0
"FUN_010887",0,0,0,0,0,0,0,0,0
"FUN_010889",91,22,207,52,78,58,446,122,163
"FUN_010890",222,442,401,319,284,71,286,133,124
"FUN_010892",831,1184,2179,534,654,496,963,1147,329
"FUN_010893",0,0,0,0,0,0,0,0,0
"FUN_010895",0,0,0,0,0,2,0,0,0
"FUN_010896",69,69,274,65,88,90,168,98,93
"FUN_010899",0,0,0,0,0,0,0,0,0
"FUN_010900",0,5,0,0,0,0,0,0,0
"FUN_010902",441,1884,1290,2016,2281,42,365,103,155
"FUN_010904",775,346,454,69,232,123,335,340,146
"FUN_010905",149,3,121,5,46,67,136,50,41
"FUN_010907",0,0,0,0,0,0,0,0,0
"FUN_010909",10225,2413,13853,9413,3092,10763,13693,6587,8168
"FUN_010910",797,367,655,271,160,151,147,589,102
"FUN_010911",0,0,1,9,2,1,0,1,5
"FUN_010913",104,34,85,17,31,70,38,31,54
"FUN_010914",0,0,0,0,0,0,0,0,0
"FUN_010915",6,3,12,0,0,0,3,2,0
"FUN_010916",9,20,15,15,14,5,15,22,5
"FUN_010917",47,49,57,38,23,29,40,57,44
"FUN_010918",1356,1199,3897,621,805,768,685,1427,442
"FUN_010919",148,249,541,215,175,77,117,129,54
"FUN_010920",567,1046,2460,764,989,532,1395,848,630
"FUN_010923",8,10,38,14,7,151,1,100,7
"FUN_010928",179,242,1041,449,355,282,337,249,374
"FUN_010929",27,2,0,41,15,7,34,12,13
"FUN_010930",108,375,252,284,220,29,142,66,195
"FUN_010931",1,16,10,0,5,0,11,7,0
"FUN_010932",15,285,101,89,78,24,97,47,34
"FUN_010933",440,545,891,621,322,327,761,446,260
"FUN_010934",90,45,405,134,63,77,91,101,59
"FUN_010935",7,6,0,9,9,11,4,42,3
"FUN_010936",1,7,73,5,12,5,4,4,1
"FUN_010937",0,0,0,0,0,0,0,0,0
"FUN_010938",7,10,63,23,6,9,5,5,2
"FUN_010939",8,12,15,2,4,15,9,1,6
"FUN_010940",172,53,228,104,52,57,223,62,159
"FUN_010941",27,0,140,2,0,7,30,6,0
"FUN_010942",3,3,0,3,0,0,0,3,0
"FUN_010943",0,2,0,0,0,0,0,0,0
"FUN_010944",0,8,0,0,0,0,0,0,0
"FUN_010947",0,1,0,0,0,1,0,1,0
"FUN_010948",23,10,108,31,49,30,33,39,57
"FUN_010949",60,145,291,82,54,34,154,97,19
"FUN_010951",367,320,1275,370,341,49,381,264,179
"FUN_010952",69,70,200,70,91,129,246,363,75
"FUN_010953",59,69,30,111,63,1404,56,1334,6
"FUN_010954",0,0,0,0,0,0,0,0,0
"FUN_010955",160,82,293,96,82,222,201,325,122
"FUN_010956",5877,5934,8868,3378,3657,3984,7393,5045,4042
"FUN_010957",0,0,0,0,0,0,0,0,0
"FUN_010959",0,0,0,1,0,0,11,0,0
"FUN_010961",110,214,1202,248,144,187,110,173,135
"FUN_010962",0,0,0,0,0,0,0,0,0
"FUN_010963",0,0,0,0,0,0,0,0,0
"FUN_010965",0,0,0,0,0,0,0,0,0
"FUN_010966",0,8,0,0,0,18,0,10,0
"FUN_010968",0,0,0,0,0,0,15,0,0
"FUN_010969",3,0,0,1,0,3,5,3,1
"FUN_010970",69,229,418,170,185,72,105,142,100
"FUN_010971",0,0,0,0,0,0,0,0,0
"FUN_010972",1,0,0,0,0,0,0,5,0
"FUN_010973",1,0,23,8,6,7,13,0,0
"FUN_010976",0,0,0,0,0,0,0,3,5
"FUN_010982",14,0,0,48,2,1493,0,1361,1
"FUN_010983",0,7,0,0,0,0,0,0,2
"FUN_010984",248,66,636,165,81,92,687,202,660
"FUN_010986",2,2,8,3,0,16,0,1,0
"FUN_010987",5,0,18,4,0,5,0,0,0
"FUN_010988",69,0,31,8,3,40,22,19,1
"FUN_010990",327,144,1759,245,255,249,408,140,178
"FUN_010991",0,0,0,0,0,0,0,0,0
"FUN_010995",0,12,0,5,0,0,0,0,0
"FUN_010998",2,13,0,1,5,7,6,23,0
"FUN_010999",2740,2720,7803,2511,2264,2231,3840,3423,2116
"FUN_011000",2,0,0,0,0,0,0,0,0
"FUN_011004",459,219,2738,707,325,88,813,170,196
"FUN_011002",0,0,0,0,0,0,0,0,0
"FUN_011003",0,0,0,0,0,0,0,0,0
"FUN_011006",30,449,61,119,92,15,21,43,43
"FUN_011007",159,839,539,322,261,217,237,290,164
"FUN_011008",64,101,337,137,78,253,236,274,110
"FUN_011009",340,509,1711,498,573,740,549,937,342
"FUN_011010",40,472,91,655,394,79,32,62,59
"FUN_011016",10,0,0,4,2,0,29,0,20
"FUN_011017",22,6,51,21,1,5,6,2,1
"FUN_011018",0,0,0,0,0,0,0,0,0
"FUN_011019",0,0,0,0,0,0,0,0,0
"FUN_011020",5,5,18,11,5,9,10,5,2
"FUN_011021",9,0,0,0,0,3,0,2,4
"FUN_011022",3,0,0,0,2,34,8,130,1
"FUN_011023",1638,514,6827,1154,1130,1895,2649,2413,1734
"FUN_011026",24,0,17,0,0,0,69,1,5
"FUN_011027",0,0,0,0,0,0,1,0,0
"FUN_011028",76,310,184,1132,563,8388,217,15729,79
"FUN_011029",301,451,1064,540,470,327,596,439,215
"FUN_011030",48395,945,20115,5192,18326,5390,32261,3462,3431
"FUN_011031",24,0,86,5,44,11,2,0,3
"FUN_011033",14,68,183,38,34,46,19,26,57
"FUN_011034",139,934,292,383,448,23,296,338,150
"FUN_011036",1,0,0,16,0,438,2,943,1
"FUN_011037",4,0,0,7,0,394,1,1068,1
"FUN_011038",0,0,0,0,0,1,0,0,0
"FUN_011039",33,214,66,111,75,30,113,89,22
"FUN_011040",0,4,0,0,0,0,0,0,0
"FUN_011042",710,1924,2613,668,899,619,1174,1259,525
"FUN_011043",17,191,147,161,71,35,58,126,33
"FUN_011045",18,87,6,85,15,3,30,82,17
"FUN_011047",50,66,146,72,65,2,29,58,27
"FUN_011049",70,32,300,34,28,191,121,260,87
"FUN_047117",102,134,287,55,85,52,242,138,120
"FUN_011052",0,0,0,1,2,0,0,1,0
"FUN_011053",0,0,0,1,1,0,0,0,0
"FUN_011055",27,232,160,155,131,49,73,43,38
"FUN_011056",655,472,1719,329,311,353,599,431,164
"FUN_011057",22,256,248,123,81,88,65,73,99
"FUN_011058",67,465,565,218,201,235,256,290,246
"FUN_011059",1947,1665,5240,2519,2117,959,3833,2658,1467
"FUN_011060",50,160,297,90,108,307,93,353,74
"FUN_011062",97,303,445,172,152,149,173,101,152
"FUN_011063",993,1805,3519,800,911,1193,1729,2123,841
"FUN_011064",136,249,282,84,110,47,267,212,84
"FUN_011065",37,247,153,40,40,74,25,52,26
"FUN_011066",1208,714,2272,885,1076,1157,2179,2540,1581
"FUN_011067",0,0,0,1,0,0,1,0,1
"FUN_011068",8,4,25,1,7,50,10,21,5
"FUN_011071",0,0,0,0,0,0,0,0,0
"FUN_011073",95,32,224,58,70,14,93,35,172
"FUN_011074",1,0,0,0,0,0,0,0,0
"FUN_011075",0,0,0,0,0,0,0,3,0
"FUN_011076",0,0,0,0,0,0,0,0,0
"FUN_011078",139,257,212,86,110,37,90,16,53
"FUN_011080",500,836,1615,654,589,448,958,599,426
"FUN_011082",22,136,157,52,58,43,28,61,25
"FUN_011083",7,25,0,8,5,7,18,20,10
"FUN_011084",114,121,391,162,68,215,84,249,76
"FUN_011085",0,0,0,1,3,1,0,0,0
"FUN_011086",729,45,1120,251,549,715,1229,113,260
"FUN_011090",8,0,0,0,1,138,2,1201,2
"FUN_011091",446,463,1420,352,323,330,717,519,292
"FUN_047118",9,0,0,3,0,0,3,3,1
"FUN_011092",37,5,87,3,4,14,27,24,10
"FUN_011093",285,28,86,8,25,13,25,63,27
"FUN_011095",640,112,577,207,228,328,1278,334,1268
"FUN_011097",124,78,310,57,76,84,103,111,36
"FUN_011098",203,356,1054,110,240,95,326,410,187
"FUN_011099",15,37,19,25,19,49,31,70,7
"FUN_011100",379,97,1750,100,63,306,428,238,182
"FUN_011101",0,0,0,0,0,0,0,0,0
"FUN_011102",0,3,0,0,0,0,0,0,0
"FUN_011103",42,43,103,17,74,56,64,67,35
"FUN_011104",5,142,14,71,60,1,4,9,0
"FUN_011106",24,7,32,41,8,1635,20,1699,6
"FUN_011107",0,0,0,0,3,2,0,3,1
"FUN_011108",0,0,0,0,0,3,0,0,0
"FUN_011109",0,0,0,0,0,1,0,0,0
"FUN_011111",2,0,3,0,0,27,0,62,0
"FUN_011113",0,0,0,0,0,0,0,0,0
"FUN_011114",2,0,0,0,0,0,11,0,20
"FUN_011115",0,0,0,0,0,0,0,0,0
"FUN_011116",9,12,107,20,20,21,51,57,10
"FUN_011118",0,10,0,0,0,0,0,0,20
"FUN_011119",0,1,0,0,0,0,0,0,0
"FUN_011120",0,0,0,0,0,0,0,0,0
"FUN_011122",0,2,0,0,0,2,0,4,0
"FUN_011123",0,10,9,2,0,1,1,2,1
"FUN_011124",20,127,164,81,41,81,19,57,63
"FUN_011126",111,91,304,96,132,184,458,246,76
"FUN_011127",403,463,940,429,325,245,634,300,265
"FUN_011129",235,328,430,137,142,167,149,339,77
"FUN_011131",222,249,712,201,210,211,424,505,226
"FUN_011132",0,0,0,0,0,0,0,0,0
"FUN_011133",0,2,0,0,0,0,0,0,1
"FUN_011134",0,12,0,0,0,0,0,0,0
"FUN_011135",0,0,0,0,2,0,0,0,0
"FUN_011136",22,28,40,18,210,4,17,5,17
"FUN_011137",0,6,0,0,4,1,0,0,0
"FUN_011138",3,16,21,0,3,0,12,2,4
"FUN_011139",0,15,8,10,2,4,4,3,14
"FUN_011140",39,89,208,86,81,13,38,25,18
"FUN_011143",49,222,198,93,95,92,33,60,44
"FUN_011145",37,12,5,0,4,22,6,92,0
"FUN_011146",14,396,152,161,122,408,75,356,65
"FUN_011147",1,0,0,0,2,3,0,0,0
"FUN_011150",0,0,0,0,0,0,0,0,0
"FUN_011151",0,0,0,1,0,0,0,1,3
"FUN_011152",7,0,0,9,4,0,0,0,4
"FUN_011153",0,0,0,0,0,0,0,0,0
"FUN_011154",0,0,0,0,0,0,0,0,0
"FUN_011155",0,0,0,0,0,0,0,0,0
"FUN_011158",0,0,0,0,0,0,0,0,0
"FUN_011159",0,0,0,0,0,0,0,0,0
"FUN_011160",0,0,0,0,0,0,0,0,0
"FUN_011161",0,0,0,0,0,0,0,0,6
"FUN_011162",0,138,0,90,0,99,0,116,145
"FUN_011163",0,2,0,0,1,0,0,0,0
"FUN_011164",67,53,99,132,111,6,308,167,125
"FUN_011165",0,0,0,6,0,0,0,0,0
"FUN_011166",177,428,1158,233,235,647,357,697,324
"FUN_011167",192,201,364,93,158,41,314,217,76
"FUN_011168",44,33,111,25,37,39,140,115,89
"FUN_011169",16,14,11,12,17,7,66,46,18
"FUN_011170",78,58,137,64,46,39,207,80,116
"FUN_011173",0,0,0,0,0,3,0,0,0
"FUN_011175",0,0,0,0,0,0,0,0,0
"FUN_011176",12,0,0,3,6,47,16,59,2
"FUN_011177",4,3,16,4,2,13,2,24,4
"FUN_011179",52,14,91,64,13,209,45,338,22
"FUN_011183",0,0,0,1,0,0,0,0,0
"FUN_011184",0,0,0,0,0,0,0,0,0
"FUN_011185",0,0,0,1,2,1,16,0,7
"FUN_011186",6,6,16,0,0,2,17,3,7
"FUN_011187",119,289,497,128,175,60,125,144,47
"FUN_011188",0,37,25,50,24,0,10,4,0
"FUN_011191",247,334,829,292,284,308,283,361,134
"FUN_011192",447,487,1718,364,352,391,544,423,296
"FUN_011193",163,1045,784,726,437,215,234,197,103
"FUN_011194",44,71,79,78,45,14,115,23,61
"FUN_011195",791,1193,1987,585,735,411,692,635,317
"FUN_011196",1250,3111,4289,1368,1570,973,989,1087,609
"FUN_011198",0,0,0,0,0,0,0,0,0
"FUN_011199",0,0,0,0,0,0,0,0,0
"FUN_011200",0,0,0,5,0,0,0,0,0
"FUN_011201",0,5,0,0,0,2,2,7,0
"FUN_011203",0,0,0,0,0,0,0,0,0
"FUN_011204",0,0,0,0,0,0,0,0,0
"FUN_011205",0,0,0,0,0,0,0,0,0
"FUN_011206",1,15,2,4,0,3,11,7,7
"FUN_011207",0,1,13,0,3,0,5,10,21
"FUN_011208",2,3,46,1,3,10,14,11,7
"FUN_011209",19,32,48,14,3,20,52,21,23
