"X","PohiBra080_sorted.bam","PohiBra081_sorted.bam","PohiBra083_sorted.bam","PohiBra084_sorted.bam","PohiBra085_sorted.bam","PohiBra086_sorted.bam","PstrBra093_sorted.bam","PstrBra094_sorted.bam","PstrBra098_sorted.bam"
"FUN_036889",12,5,25,14,10,3,9,2,5
"FUN_036890",373,303,812,381,314,169,787,618,146
"FUN_036891",149,181,237,120,108,14,327,51,277
"FUN_036892",3,14,0,1,5,0,2,1,2
"FUN_036893",12,67,175,71,41,225,67,254,87
"FUN_036894",346,345,642,290,280,188,505,375,215
"FUN_036895",21,546,97,760,406,8,89,22,20
"FUN_036897",57,303,367,187,129,98,189,270,107
"FUN_036899",0,0,0,0,0,0,0,0,0
"FUN_036900",0,0,0,0,0,0,0,0,0
"FUN_036901",0,2,0,0,0,0,0,0,0
"FUN_036902",202,32,77,42,36,123,337,49,253
"FUN_036903",802,256,757,361,319,884,1937,250,2284
"FUN_036905",0,0,0,0,0,0,0,0,0
"FUN_036906",0,0,0,0,0,0,0,0,0
"FUN_036907",0,0,0,2,0,0,0,0,0
"FUN_036911",0,0,0,0,0,0,0,0,0
"FUN_036913",80,31,35,26,21,16,110,24,44
"FUN_036914",86,89,172,127,54,72,205,64,252
"FUN_036916",223,433,691,213,216,272,354,389,180
"FUN_046871",39,5,15,14,9,11,14,14,1
"FUN_036917",75,231,479,186,156,178,128,184,259
"FUN_036918",261,520,709,398,317,239,410,371,241
"FUN_036919",1231,942,2799,796,590,948,1596,948,873
"FUN_036921",0,0,0,0,0,0,0,0,0
"FUN_036922",0,0,0,0,0,0,0,0,0
"FUN_036923",1,3,0,4,5,13,0,3,3
"FUN_036924",2,0,0,0,0,0,0,0,0
"FUN_036925",0,0,0,0,0,0,0,0,0
"FUN_036926",0,0,0,0,0,0,0,0,0
"FUN_036927",0,0,0,0,0,0,1,0,0
"FUN_036928",0,0,0,0,0,0,0,0,0
"FUN_036930",0,0,0,0,0,0,0,0,0
"FUN_036931",141,8,233,0,6,106,20,5,2
"FUN_036932",0,0,0,0,0,0,0,0,0
"FUN_036933",0,0,0,0,0,0,0,0,0
"FUN_036934",0,4,0,0,0,0,0,0,0
"FUN_036935",0,0,0,0,0,19,0,0,0
"FUN_036938",0,0,0,0,0,0,0,0,0
"FUN_036939",0,0,0,0,0,0,0,0,0
"FUN_036940",139,1,20,8,11,0,23,1,6
"FUN_036942",142,361,487,295,197,192,233,273,123
"FUN_036943",102,0,0,0,1,4,39,1,9
"FUN_036944",330,254,677,180,215,380,842,292,435
"FUN_036948",118,0,0,0,1,0,366,4,262
"FUN_036950",19,31,26,18,14,8,62,5,63
"FUN_036953",23,0,17,1,3,4,421,9,1174
"FUN_036954",544,147,2535,412,247,604,486,409,395
"FUN_036955",402,263,1445,132,90,98,203,136,70
"FUN_036956",3085,1424,16125,3056,2477,2641,5395,5826,2008
"FUN_036957",6086,2432,28830,4655,3238,3873,5062,3725,3077
"FUN_036958",63,24,70,53,17,50,264,66,281
"FUN_036960",113,287,1298,535,302,70,169,149,88
"FUN_036961",35,142,323,166,87,24,34,16,29
"FUN_036962",0,3,0,8,5,0,4,0,6
"FUN_036964",808,1181,3690,2080,1377,457,2094,1165,640
"FUN_036966",25,49,166,74,63,54,126,215,49
"FUN_036967",15,25,114,22,27,27,81,80,24
"FUN_036969",574,720,3448,1394,1019,1281,1030,1024,988
"FUN_036970",2,0,0,1,3,6,1,4,5
"FUN_036971",0,0,0,0,0,0,0,0,0
"FUN_036972",2248,2378,7688,2424,2184,1740,7081,4857,1937
"FUN_036973",61,14,59,11,11,0,117,1,31
"FUN_036974",72,11,81,41,42,1,375,13,145
"FUN_036978",36,57,80,24,45,34,59,69,9
"FUN_036980",3810,3982,6698,3259,4033,3143,4052,3731,1291
"FUN_036982",780,797,1508,482,569,377,1304,993,449
"FUN_036983",120,5,0,0,2,0,5,0,0
"FUN_036984",9,5,33,2,6,4,24,19,19
"FUN_036985",5,1,0,0,2,0,2,1,10
"FUN_036986",276,7,0,2,1,0,1463,12,1085
"FUN_036987",4,3,0,0,0,0,24,2,28
"FUN_036988",167,6,14,2,1,9,596,16,609
"FUN_036990",1180,0,0,2,6,1,5936,27,2060
"FUN_036992",0,0,0,0,0,0,0,0,0
"FUN_036993",0,0,0,0,0,0,0,0,0
"FUN_036994",0,0,0,0,0,0,0,0,0
"FUN_036995",0,0,0,0,0,0,0,0,0
"FUN_036996",0,13,0,0,0,7,0,1,0
"FUN_036998",239,99,353,138,71,90,294,196,200
"FUN_036999",62,81,297,106,65,85,140,110,76
"FUN_037000",389,357,912,262,247,807,672,1235,256
"FUN_037001",227,195,602,188,153,339,487,460,278
"FUN_037002",351,206,864,289,213,501,793,800,338
"FUN_037003",30,42,195,23,21,38,53,40,18
"FUN_037004",348,735,2294,343,241,483,481,447,523
"FUN_046873",43,38,240,59,47,165,30,119,22
"FUN_037006",26,50,85,108,39,36,93,24,148
"FUN_037007",0,2,0,0,0,0,0,0,0
"FUN_037008",4,5,0,0,0,0,0,2,0
"FUN_037009",59,37,271,88,60,95,109,148,97
"FUN_037011",64,26,91,30,83,8,164,73,62
"FUN_037013",93,30,73,52,37,35,97,45,48
"FUN_037014",0,0,0,0,0,0,0,2,7
"FUN_037018",0,0,0,0,1,0,0,0,0
"FUN_037019",44,47,76,90,24,15,29,4,142
"FUN_037023",2372,2210,8421,2618,2191,1259,6768,4515,2774
"FUN_037024",77,115,304,115,89,80,197,112,133
"FUN_037025",0,0,0,0,0,0,6,0,0
"FUN_037026",284,172,466,119,105,248,364,320,288
"FUN_037027",5,38,14,5,0,0,26,1,2
"FUN_037031",0,0,0,0,0,0,0,0,0
"FUN_037032",1554,749,2905,724,720,830,2551,1768,1364
"FUN_046874",65,135,166,115,42,52,262,45,321
"FUN_037033",24,2,27,201,6,11,7,7,5
"FUN_037034",333,219,916,257,254,351,574,612,251
"FUN_037035",0,0,0,0,0,0,0,0,0
"FUN_037037",0,7,0,0,0,0,0,0,0
"FUN_037038",0,2,0,4,0,0,0,0,0
"FUN_037039",0,3,0,0,0,0,0,0,0
"FUN_037040",0,3,0,0,0,0,0,0,0
"FUN_037042",0,0,0,0,0,0,0,0,0
"FUN_037043",0,0,7,1,3,41,1,29,0
"FUN_037044",14,10,0,3,1,10,2,8,3
"FUN_037045",20,11,0,7,35,3,86,3,152
"FUN_037046",23,11,28,9,6,2,61,9,63
"FUN_037047",0,0,0,0,0,0,0,0,0
"FUN_037048",0,4,0,0,0,0,0,0,0
"FUN_037049",212,2,613,161,91,82,301,238,135
"FUN_037051",0,2,0,0,0,0,0,0,0
"FUN_037052",0,0,0,0,0,0,0,0,0
"FUN_037053",0,0,0,0,0,0,0,0,0
"FUN_037054",0,0,0,0,0,0,0,0,0
"FUN_037055",0,0,0,3,0,0,12,0,2
"FUN_037057",62,11,8,88,22,0,461,2,276
"FUN_037059",61,236,110,99,119,22,59,52,26
"FUN_037060",0,0,0,0,0,0,0,0,0
"FUN_037061",26,0,0,0,2,0,0,5,0
"FUN_037062",218,5,115,10,6,15,31,63,6
"FUN_037063",470,0,15,0,4,2,1,0,2
"FUN_037066",84,45,198,118,80,37,234,252,62
"FUN_037067",119,19,103,189,74,30,218,50,56
"FUN_037068",0,0,0,0,0,0,0,0,0
"FUN_037069",111,48,389,45,52,33,183,132,69
"FUN_037070",0,2,27,5,0,0,0,0,0
"FUN_046875",41,0,1,4,2,3,116,56,33
"FUN_037072",4,0,0,0,0,0,0,0,0
"FUN_037073",0,1,25,0,0,1,1,0,8
"FUN_037075",14,372,24,61,79,7,29,27,24
"FUN_037076",73,118,148,57,84,97,126,223,47
"FUN_037077",46,23,23,5,11,21,98,84,46
"FUN_037082",186,295,532,298,209,207,264,232,159
"FUN_037083",302,391,1033,185,147,240,385,462,161
"FUN_037084",288,410,1131,311,307,278,709,511,234
"FUN_037085",4222,510,14390,323,492,1722,1453,2730,963
"FUN_037086",912,260,5588,181,158,752,304,1012,403
"FUN_037087",555,223,549,358,257,94,1233,253,768
"FUN_037088",352,645,1718,467,414,443,1098,700,414
"FUN_037090",96,209,551,181,148,105,182,204,100
"FUN_037091",31,43,46,6,0,6,11,7,10
"FUN_037094",60,6,242,18,63,58,6,52,28
"FUN_037096",0,0,0,0,0,0,0,0,0
"FUN_046876",12,32,43,15,7,26,9,37,2
"FUN_046877",67,93,268,80,58,18,144,107,30
"FUN_037097",0,0,0,0,0,0,0,0,0
"FUN_037100",0,0,0,0,0,0,0,0,0
"FUN_037101",127,0,0,0,0,0,0,2,0
"FUN_037102",489,0,0,0,0,2,0,0,0
"FUN_037103",0,0,0,0,0,0,0,0,0
"FUN_037104",0,0,0,0,0,0,0,0,0
"FUN_037105",0,0,0,0,0,0,0,0,0
"FUN_037106",0,0,0,0,0,0,0,0,0
"FUN_037107",4,0,0,0,0,1,0,0,1
"FUN_037108",75,195,172,37,40,5,258,123,49
"FUN_037109",119,50,126,87,44,175,95,169,132
"FUN_037110",24,38,46,11,26,75,39,19,2
"FUN_037111",1968,522,1870,572,380,394,2279,1802,1189
"FUN_037112",0,1,0,0,0,0,0,0,0
"FUN_037113",3,0,12,4,3,10,4,7,4
"FUN_037114",1616,319,1009,238,213,204,836,776,232
"FUN_037116",2210,45,1230,93,25,89,2369,1366,712
"FUN_037117",0,0,3,0,0,1,0,3,0
"FUN_037118",0,0,0,0,0,1,5,5,0
"FUN_037119",0,0,0,0,0,0,4,6,0
"FUN_037121",152,227,713,139,115,342,113,517,79
"FUN_037122",883,1166,2798,795,701,673,941,984,450
"FUN_037123",0,0,0,0,0,0,0,0,0
"FUN_037124",0,0,0,0,0,0,0,0,0
"FUN_037125",0,0,0,0,0,0,0,0,0
"FUN_037126",0,0,0,0,0,0,0,0,0
"FUN_037127",0,0,0,0,0,1,0,0,0
"FUN_037128",0,0,0,0,0,0,0,0,0
"FUN_037129",0,0,0,0,0,0,0,0,0
"FUN_037131",119,602,708,561,364,336,335,282,190
"FUN_037132",198,39,35,39,35,4,151,24,19
"FUN_037135",139,86,182,85,88,151,157,205,89
"FUN_037136",187,244,627,184,162,601,291,1022,243
"FUN_037142",638,728,2463,954,645,423,993,1065,331
"FUN_037145",564,1109,1986,639,587,643,582,609,448
"FUN_037146",82,15,184,18,73,36,471,282,124
"FUN_037147",51,33,245,46,46,34,47,21,43
"FUN_037149",146,269,775,231,184,148,404,301,112
"FUN_037150",893,689,2028,928,1122,510,1740,920,472
"FUN_037151",69,147,276,124,122,161,167,161,138
"FUN_037153",300,247,966,394,247,388,343,397,248
"FUN_037152",0,0,0,0,0,0,0,0,0
"FUN_037154",1530,1676,4248,1809,1643,947,2570,1298,1085
"FUN_037155",48,11,50,33,6,9,198,184,79
"FUN_037157",0,0,0,0,0,0,0,0,0
"FUN_037159",16,69,144,56,31,172,53,162,55
"FUN_037158",0,0,14,0,0,0,0,0,5
"FUN_037160",25,11,14,8,41,40,83,29,8
"FUN_037161",0,15,14,1,10,8,7,20,3
"FUN_037162",0,4,15,0,6,5,5,5,0
"FUN_037163",143,223,512,181,139,112,195,135,116
"FUN_037165",322,606,1497,389,400,284,342,233,168
"FUN_037166",725,1394,4358,1820,1360,11315,849,12309,262
"FUN_037167",211,268,1547,574,526,3461,229,3943,96
"FUN_037168",0,0,0,0,0,0,0,0,2
"FUN_037169",0,0,0,0,0,0,0,0,0
"FUN_037170",3,0,0,0,3,0,2,2,1
"FUN_037171",0,0,0,0,0,0,0,0,0
"FUN_037174",0,0,0,0,0,0,0,0,0
"FUN_037175",0,0,0,0,0,0,0,0,0
"FUN_037177",85,21,193,99,70,755,136,649,20
"FUN_037178",0,0,0,0,0,0,0,1,0
"FUN_037180",0,0,0,0,0,0,0,0,0
"FUN_037181",0,0,0,0,0,0,0,0,0
"FUN_046878",15,65,91,27,16,14,23,13,6
"FUN_046879",7,20,122,36,21,6,15,26,9
"FUN_037182",0,5,0,0,0,0,0,0,0
"FUN_037183",8,0,0,2,4,0,2,4,2
"FUN_037184",0,1,0,0,0,0,0,0,0
"FUN_037185",0,0,0,0,0,0,0,0,0
"FUN_037186",144,21,374,48,69,71,374,555,159
"FUN_037187",24,44,54,60,71,43,107,66,56
"FUN_037188",8,16,48,3,29,25,41,23,13
"FUN_037189",24,57,167,30,37,40,98,102,27
"FUN_037190",28,44,36,33,22,67,94,73,48
"FUN_037191",144,131,476,176,117,230,255,198,150
"FUN_037194",11,8,40,1,0,1,7,0,3
"FUN_037195",3385,1846,9472,825,1373,1218,3084,2917,1143
"FUN_037197",0,0,0,0,0,0,0,0,0
"FUN_037198",6,0,0,9,1,0,15,4,13
"FUN_037199",5,0,9,9,0,0,0,0,9
"FUN_037201",66,108,66,189,149,72,167,64,164
"FUN_037203",0,6,0,0,0,0,0,0,0
"FUN_037204",0,33,0,7,2,2,1,0,0
"FUN_037205",0,7,0,0,0,0,0,0,0
"FUN_037206",1,17,0,2,8,0,0,4,0
"FUN_037207",150,85,558,113,70,111,154,216,51
"FUN_037208",0,0,0,0,0,0,0,0,0
"FUN_037209",0,0,0,0,0,0,0,0,0
"FUN_037210",0,0,0,0,0,0,0,0,0
"FUN_037211",0,12,0,0,6,1,2,0,0
"FUN_037213",2338,2267,6098,1891,2083,1381,2972,2995,1296
"FUN_037214",279,219,794,371,302,378,428,391,183
"FUN_037217",444,737,466,723,710,298,3235,698,689
"FUN_037218",44,10,140,23,25,22,112,117,83
"FUN_037219",22374,17028,47157,13914,16920,6998,34034,26715,18025
"FUN_037220",0,0,20,0,0,0,0,0,0
"FUN_037221",0,0,0,1,0,0,0,0,0
"FUN_037222",751,323,1969,473,441,375,778,494,339
"FUN_037223",0,0,0,0,0,0,0,0,1
"FUN_046880",24,11,160,5,18,6,39,17,1
"FUN_037224",17,22,16,4,1,2,6,6,6
"FUN_037225",3,0,0,0,0,3,5,10,1
"FUN_037226",446,340,1353,236,214,195,862,797,252
"FUN_037227",85,240,139,107,100,102,72,168,50
"FUN_037228",71,272,415,243,162,112,159,117,106
"FUN_037232",88,328,418,155,97,302,240,377,119
"FUN_037230",127,88,534,176,138,194,404,103,154
"FUN_037233",7692,22283,25765,13606,12617,7504,10819,9104,4775
"FUN_037234",92,102,323,73,111,156,233,563,87
"FUN_037235",11,17,39,11,44,23,21,25,19
"FUN_037236",1,14,9,14,11,21,15,8,7
"FUN_046881",3,9,0,15,14,1,3,9,8
"FUN_037238",1304,929,3946,1077,751,1347,3365,2480,2173
"FUN_037240",815,681,1450,383,495,358,965,763,367
"FUN_037241",195,243,932,139,167,287,213,393,150
"FUN_037242",0,0,0,0,0,0,0,0,0
"FUN_037243",95,46,151,24,22,12,181,112,25
"FUN_037244",1,16,51,23,11,17,1,5,16
"FUN_037245",8192,10700,19758,7855,10225,2961,16680,13242,7715
"FUN_037246",31,46,39,8,15,26,33,37,17
"FUN_046882",0,5,0,1,1,0,5,0,4
"FUN_037247",325,381,429,305,306,51,531,184,373
"FUN_037248",85,269,372,144,111,93,127,117,138
"FUN_037249",8,32,82,12,14,30,9,16,12
"FUN_037250",15788,16806,45838,15080,18489,6482,29809,24266,14081
"FUN_037251",832,756,3590,1350,1012,817,1980,1772,696
"FUN_037252",21,22,30,59,18,784,72,1445,5
"FUN_037253",27,0,12,0,0,2,22,15,12
"FUN_037254",158,6,5,38,11,8,4571,25,4515
"FUN_037255",60,36,28,23,12,2,40,4,25
"FUN_037257",393,426,906,336,466,110,421,349,125
"FUN_037258",11,117,37,33,11,10,6,1,8
"FUN_037259",0,0,0,0,0,0,0,0,0
"FUN_037260",0,0,0,0,0,0,0,0,3
"FUN_037261",0,0,0,0,0,0,0,0,0
"FUN_037262",0,0,0,0,0,0,0,0,2
"FUN_037263",0,6,4,0,4,0,8,4,0
"FUN_037264",239,75,762,66,64,45,305,165,93
"FUN_037265",0,0,0,0,0,0,0,0,0
"FUN_037267",45,0,76,48,56,199,45,331,8
"FUN_037268",0,0,0,0,0,0,0,0,0
"FUN_037269",0,0,0,0,0,0,0,0,0
"FUN_037270",221,330,1014,208,169,271,275,417,258
"FUN_037272",959,552,4001,1901,1212,422,830,586,792
"FUN_037273",0,16,0,6,4,4,0,0,0
"FUN_037274",0,13,0,3,0,1,15,1,3
"FUN_037275",0,0,0,0,0,0,0,0,0
"FUN_037276",23,0,0,41,5,1,36,3,22
"FUN_037277",33,33,105,220,85,23,203,44,114
"FUN_046883",36,59,110,62,74,11,58,33,15
"FUN_046884",6,3,2,4,6,0,7,2,5
"FUN_037279",0,0,0,0,0,0,0,0,0
"FUN_037280",32,0,0,0,0,0,0,0,0
"FUN_037281",8,591,38,102,87,23,20,67,22
"FUN_037282",164,241,568,155,156,176,212,215,110
"FUN_037283",178,71,414,186,86,132,844,255,238
"FUN_037285",21,87,90,47,27,39,26,38,50
"FUN_037286",18,47,116,39,9,23,20,29,23
"FUN_037287",1818,1015,4346,1155,945,1724,3158,4232,1229
"FUN_037288",37,0,0,0,0,1,0,0,0
"FUN_037289",0,1,0,0,0,0,0,0,0
"FUN_037290",0,0,0,0,0,0,0,0,0
"FUN_037291",0,0,0,0,0,0,0,0,0
"FUN_037292",897,928,2303,984,788,973,1286,1231,763
"FUN_037295",6,103,254,74,62,40,39,69,26
"FUN_037296",60,189,230,80,81,79,94,80,41
"FUN_037297",274,242,1005,199,203,132,408,462,142
"FUN_037298",2467,1978,5171,2047,1679,6531,6030,9639,2103
"FUN_037299",5,74,77,32,12,23,30,45,27
"FUN_037301",46,102,158,23,22,24,27,65,26
"FUN_037303",620,249,2126,1054,690,689,1717,1048,641
"FUN_037304",1453,833,4239,1506,1302,690,3735,2316,1447
"FUN_037305",112,317,387,149,147,100,268,405,138
"FUN_037306",346,393,938,492,326,552,564,627,294
"FUN_037307",155,204,924,132,136,116,123,148,144
"FUN_037308",83,130,204,194,104,33,218,101,96
"FUN_037309",5,9,24,13,9,9,14,13,5
"FUN_037310",112,394,668,151,236,146,430,668,185
"FUN_037311",368,470,805,377,402,204,1027,673,258
"FUN_037312",25,613,13,112,121,4,61,92,29
"FUN_037313",19,53,124,22,19,12,45,42,42
"FUN_037315",1186,1159,3301,872,1022,1119,1642,1591,515
"FUN_037316",394,322,925,203,270,366,442,431,121
"FUN_037317",0,0,0,0,0,0,0,0,0
"FUN_037319",1,72,0,166,105,155,0,428,0
"FUN_037320",0,0,0,0,0,0,0,0,0
"FUN_037321",12,48,8,1,10,1,3,5,28
"FUN_037322",4,5,0,2,0,0,8,0,6
"FUN_037323",15,3,0,3,0,0,0,4,2
"FUN_037324",36,38,137,49,51,35,53,45,65
"FUN_037325",50,29,156,27,24,30,139,50,76
"FUN_037326",487,354,1335,76,241,691,324,213,65
"FUN_037327",1234,476,3369,87,733,668,766,196,231
"FUN_037328",0,2,0,0,0,0,6,2,1
"FUN_037329",0,0,0,0,0,6,6,1,0
"FUN_037330",0,0,0,0,0,0,0,0,0
"FUN_037331",1,2,0,0,0,6,26,12,10
"FUN_037332",10,0,5,3,2,0,19,0,26
"FUN_037333",7,0,14,2,15,18,74,15,1
"FUN_037334",7,0,14,4,7,191,0,106,3
"FUN_037335",0,0,0,0,0,0,0,0,0
"FUN_037336",0,0,0,0,0,0,0,0,0
"FUN_037337",2,9,44,1,9,42,8,69,19
"FUN_037338",5,0,14,1,3,3,25,2,0
"FUN_037339",0,0,0,0,0,0,0,0,0
"FUN_037340",0,10,0,1,5,35,2,15,0
"FUN_037341",0,66,0,0,0,3,11,4,5
"FUN_037342",4,7,14,0,0,0,11,0,1
"FUN_037343",0,0,0,0,0,0,0,0,0
"FUN_037344",47,217,230,93,33,126,84,201,92
"FUN_037345",15,66,209,74,56,68,157,143,70
"FUN_037347",243,314,853,195,213,377,679,603,188
"FUN_037348",0,5,0,2,0,4,8,6,1
"FUN_037349",0,0,0,0,2,0,0,0,1
"FUN_037350",1,0,0,0,0,0,0,0,0
"FUN_037351",0,0,0,0,0,0,0,0,0
"FUN_037352",0,0,0,0,0,0,0,0,0
"FUN_037353",0,0,0,0,0,0,0,0,0
"FUN_037354",0,0,0,0,0,0,0,0,0
"FUN_037355",34,52,163,44,18,28,24,7,35
"FUN_037356",0,0,0,0,0,0,0,0,0
"FUN_037357",1,0,0,0,0,0,0,1,0
"FUN_037358",342,35,57,31,111,11,120,76,63
"FUN_037359",1,0,0,0,0,0,0,0,0
"FUN_037361",78,0,0,0,0,0,0,1,0
"FUN_037362",0,0,0,0,0,0,0,0,0
"FUN_037363",0,0,0,0,0,0,0,0,0
"FUN_037365",0,0,0,0,0,0,0,0,0
"FUN_037366",0,0,0,0,0,0,0,91,0
"FUN_037367",0,0,0,0,0,0,0,0,0
"FUN_037368",53,75,387,50,71,99,101,185,134
"FUN_037369",7,1,0,2,1,0,0,0,0
"FUN_037370",103,63,409,50,50,70,99,148,82
"FUN_037371",85,37,262,45,20,79,120,102,71
"FUN_037372",0,0,0,0,0,0,0,0,0
"FUN_037373",458,306,1088,745,461,203,701,1212,341
"FUN_037374",0,0,0,0,1,0,1,0,1
"FUN_037376",37,55,98,16,17,15,264,132,116
"FUN_037377",42,27,23,53,21,12,118,12,67
"FUN_037378",7,9,23,2,3,0,84,16,22
"FUN_037379",32,22,31,24,31,9,467,93,75
"FUN_037380",83,32,469,286,141,63,234,144,57
"FUN_037382",611,222,619,244,223,1477,1741,878,676
"FUN_037383",682,93,376,129,143,529,1404,404,214
"FUN_037384",380,641,1872,474,501,641,617,499,356
"FUN_037386",214,945,1291,474,428,401,429,449,285
"FUN_037390",21,12,0,13,3,0,6,15,6
"FUN_037391",0,0,0,0,0,0,0,0,0
"FUN_037392",0,0,0,0,0,1,0,0,0
"FUN_037393",0,0,0,0,0,0,0,0,0
"FUN_037396",0,0,0,0,0,0,0,0,0
"FUN_037397",0,0,0,0,0,0,2,0,0
"FUN_037398",0,0,0,0,0,0,0,0,0
"FUN_037399",0,0,0,0,0,0,0,0,0
"FUN_037400",32,56,84,28,12,23,56,50,14
"FUN_037401",3,0,0,4,1,2,27,10,2
"FUN_037402",0,3,0,0,0,0,0,0,0
"FUN_037403",1,12,17,9,4,6,31,7,6
"FUN_037405",0,0,0,0,0,0,0,0,0
"FUN_037406",0,0,0,0,0,0,0,0,0
"FUN_037407",0,0,0,0,0,0,0,0,0
"FUN_037408",0,0,0,0,0,0,0,0,0
"FUN_037411",4264,4583,10215,3076,4323,1813,5066,4066,2007
"FUN_037412",84,0,40,46,13,938,7,2219,5
"FUN_037413",0,0,0,4,0,0,0,0,0
"FUN_037415",0,0,0,0,0,0,0,0,0
"FUN_037417",0,0,0,0,0,0,0,0,0
"FUN_037418",0,0,0,0,0,1,0,0,0
"FUN_037419",0,2,0,0,0,0,0,0,0
"FUN_037421",0,0,0,0,0,0,0,0,0
"FUN_037422",0,0,0,0,0,0,0,0,0
"FUN_037425",2,3,0,25,4,27,12,18,9
"FUN_037423",0,0,0,0,0,0,0,0,0
"FUN_037424",0,0,0,0,0,0,0,0,0
"FUN_037427",0,16,28,6,2,0,36,0,10
"FUN_037428",11,6,115,33,26,16,23,33,10
"FUN_037431",173,294,935,221,188,361,224,460,179
"FUN_037432",24,19,28,0,0,0,52,30,11
"FUN_037433",102,151,368,129,174,177,110,115,99
"FUN_037434",58,81,213,97,51,61,81,89,37
"FUN_037435",1,12,0,1,0,1,0,1,1
"FUN_037436",0,0,0,0,0,0,22,4,3
"FUN_037437",641,599,1817,615,384,536,809,563,343
"FUN_037438",40,164,265,74,93,84,64,69,89
"FUN_037439",18,50,79,43,24,31,27,45,19
"FUN_037440",20,23,27,31,17,18,24,21,15
"FUN_037442",1,0,0,0,0,1,3,1,0
"FUN_037444",0,10,0,0,0,0,0,0,0
"FUN_037445",2,0,0,0,0,0,4,3,0
"FUN_037446",209,245,518,354,215,251,618,315,259
"FUN_037447",195,214,404,130,227,272,684,348,655
"FUN_037448",13,1,0,1,1,0,3,1,0
"FUN_037449",0,0,0,0,0,0,0,0,0
"FUN_037451",0,0,0,0,0,0,0,0,0
"FUN_037452",0,1,0,2,3,0,0,0,0
"FUN_037453",462,1308,1700,1017,688,880,1339,633,1227
"FUN_037454",76,87,317,338,151,51,178,56,74
"FUN_037459",0,0,0,0,0,0,0,0,0
"FUN_037461",0,0,0,0,1,0,0,0,0
"FUN_037462",0,0,0,0,0,0,0,0,0
"FUN_037464",1,0,0,0,0,1,0,1,0
"FUN_037465",339,235,675,250,272,300,166,249,82
"FUN_037466",1,0,0,0,0,1,0,1,0
"FUN_037468",351,354,586,167,162,208,161,152,133
"FUN_037472",6,15,0,11,5,7,4,3,8
"FUN_046886",119,464,457,115,120,438,157,451,106
"FUN_037474",0,0,0,0,0,0,0,0,0
"FUN_037475",12,16,28,22,16,11,9,16,10
"FUN_037477",225,289,510,188,262,167,219,404,137
"FUN_037479",39,52,82,64,30,167,80,225,41
"FUN_037481",4,7,0,4,1,0,7,0,1
"FUN_037482",0,9,0,0,0,0,0,0,0
"FUN_037485",0,0,0,0,0,0,0,0,0
"FUN_037486",871,947,4616,820,837,1204,2549,1866,1368
"FUN_037487",0,0,0,0,0,0,0,0,0
"FUN_037489",543,943,1836,1229,1108,359,524,492,207
"FUN_037490",17,90,120,73,59,69,60,96,78
"FUN_037491",21,81,73,23,21,12,19,16,7
"FUN_037492",4,35,49,12,6,6,5,7,3
"FUN_037494",158,163,520,131,115,118,374,209,130
"FUN_046887",161,153,486,108,92,72,205,219,66
"FUN_037495",13,9,41,6,15,19,4,15,11
"FUN_037496",13,1,53,34,11,11,15,5,4
"FUN_037498",1971,3006,5241,1330,1423,2055,3537,3570,916
"FUN_037500",555,213,1089,768,465,428,1687,468,593
"FUN_037501",0,0,0,0,0,0,0,0,0
"FUN_037502",8,0,0,0,0,0,13,0,4
"FUN_037503",0,0,0,0,0,0,0,0,0
"FUN_037504",0,0,0,0,0,0,0,0,0
"FUN_037507",23,10,11,3,1,0,453,2,263
"FUN_037509",0,0,0,0,0,0,0,0,3
"FUN_037510",0,0,0,1,0,0,0,0,0
"FUN_037511",2,2,13,0,8,2,9,3,0
"FUN_037512",0,0,0,0,0,0,0,0,0
"FUN_037513",0,0,0,0,0,0,0,0,0
"FUN_037514",317,451,617,278,229,406,453,417,180
"FUN_037515",578,505,1690,614,439,369,853,878,367
"FUN_037516",399,369,1431,673,510,312,1215,811,506
"FUN_037517",0,0,0,0,0,0,1,0,0
"FUN_037518",82,257,320,77,87,132,117,179,68
"FUN_037520",118,66,99,18,87,37,75,57,46
"FUN_037521",712,481,1698,395,424,542,715,1031,254
"FUN_037523",54,7,0,0,0,0,0,0,0
"FUN_037524",0,0,0,0,0,0,0,0,0
"FUN_037525",2,4,1,0,0,0,4,1,2
"FUN_037526",1,0,9,0,0,0,0,0,0
"FUN_037527",154,25,185,26,10,21,84,22,85
"FUN_037528",0,0,0,0,0,0,3,0,5
"FUN_037529",136,115,278,76,104,72,54,85,64
"FUN_037530",82,347,517,258,120,121,84,125,83
"FUN_037531",2080,1469,2838,442,1197,548,1694,1536,575
"FUN_037532",357,388,1328,369,372,567,596,482,252
"FUN_037533",870,941,2542,728,685,474,1633,1149,587
"FUN_037534",253,422,647,174,261,490,326,660,295
"FUN_037535",0,0,0,0,0,0,0,0,0
"FUN_037536",0,0,0,0,0,0,0,0,0
"FUN_037538",0,0,0,0,0,1,0,0,0
"FUN_037539",0,0,0,0,0,0,0,0,0
"FUN_037541",15,2,30,3,15,72,38,84,7
"FUN_037545",0,0,0,0,0,0,0,0,0
"FUN_037546",0,0,0,0,0,0,0,0,0
"FUN_037547",0,0,0,0,0,0,0,0,0
"FUN_037549",45,10,0,4,13,87,8,221,4
"FUN_037550",0,0,0,0,0,0,0,0,0
"FUN_037551",0,0,0,0,0,0,0,0,0
"FUN_037553",0,0,0,0,0,0,0,0,0
